GUID	| Time
1661	|1,658335
1662	|1,717744
1663	|1,748005
1664	|1,659138
1665	|1,838034
1666	|1,701666
1667	|1,64229
1668	|1,716153
1669	|1,815578
1670	|1,733427
1671	|1,765807
1672	|1,732807
1673	|1,849202
1674	|2,280013
1675	|1,725319
1676	|1,757673
1677	|1,690972
1678	|1,741837
1679	|1,757861
1680	|1,732262
1681	|1,725152
1682	|1,765902
1683	|1,707842
1684	|1,741857
1685	|1,716147
1686	|1,791478
1687	|1,75748
1688	|1,807174
1689	|1,724394
1690	|1,741826
1691	|1,757597
1692	|1,74919
1693	|2,300805
1694	|1,911426
1695	|1,717057
1696	|1,715822
1697	|1,824972
1698	|1,665575
1699	|1,733071
1700	|1,700223
1701	|1,798635
1702	|1,732935
1703	|1,625752
1704	|1,813178
1705	|1,64447
1706	|1,715773
1707	|1,700089
1708	|1,708652
1709	|1,707193
1710	|1,72467
1711	|1,691982
1712	|1,682751
1713	|2,221953
1714	|1,940246
1715	|1,716527
1716	|1,749397
1717	|1,667134
1718	|1,682619
1719	|1,807014
1720	|1,659565
1721	|1,790213
1722	|1,675069
1723	|1,774825
1724	|1,732794
1725	|1,757476
1726	|1,758191
1727	|1,732838
1728	|1,716129
1729	|1,783001
1730	|1,77527
1731	|1,681789
1732	|1,700553
1733	|2,005566
1734	|1,974471
1735	|1,740602
1736	|1,766705
1737	|1,758112
1738	|1,715647
1739	|1,774301
1740	|1,749993
1741	|1,740798
1742	|1,716339
1743	|1,749431
1744	|1,766425
1745	|1,766385
1746	|1,690906
1747	|1,716481
1748	|1,700243
1749	|1,798545
1750	|1,749869
1751	|1,750254
1752	|1,731957
1753	|1,79644
1754	|2,067234
1755	|1,659592
1756	|1,732333
1757	|1,765793
1758	|1,717385
1759	|1,706835
1760	|1,683194
1761	|1,774844
1762	|1,798783
1763	|1,750016
1764	|1,733333
1765	|1,66581
1766	|1,666581
1767	|1,742649
1768	|1,739887
1769	|1,69147
1770	|1,734423
1771	|1,714788
1772	|1,708049
1773	|1,994278
1774	|1,836604
1775	|1,708175
1776	|1,708574
1777	|1,716335
1778	|1,749104
1779	|1,691236
1780	|1,76633
1781	|1,799047
1782	|1,898717
1783	|1,666694
1784	|1,6589
1785	|1,657658
1786	|1,733487
1787	|1,741668
1788	|1,798001
1789	|1,716872
1790	|1,709043
1791	|1,723314
1792	|1,72511
1793	|2,0094
1794	|1,945447
1795	|1,749397
1796	|1,717054
1797	|1,723961
1798	|1,757763
1799	|1,855259
1800	|1,718478
1801	|1,799122
1802	|1,675582
1803	|1,666674
1804	|1,674809
1805	|1,782109
1806	|1,708282
1807	|1,633926
1808	|1,732269
1809	|1,666663
1810	|1,7337
1811	|1,624188
1812	|1,774255
1813	|2,075195
1814	|1,930011
1815	|1,749307
1816	|1,636086
1817	|1,70565
1818	|1,757054
1819	|1,77572
1820	|1,690824
1821	|1,716962
1822	|1,691039
1823	|1,757674
1824	|1,683599
1825	|1,707648
1826	|1,666386
1827	|1,659414
1828	|1,715884
1829	|1,740635
1830	|1,683757
1831	|1,724359
1832	|1,732547
1833	|1,792034
1834	|2,130097
1835	|1,683771
1836	|1,674772
1837	|1,682792
1838	|1,75857
1839	|1,674462
1840	|1,708501
1841	|1,699467
1842	|1,774219
1843	|1,699386
1844	|1,675537
1845	|1,790513
1846	|1,741501
1847	|1,765657
1848	|1,808122
1849	|1,765739
1850	|1,791543
1851	|1,741322
1852	|1,765234
1853	|1,692337
1854	|2,122515
1855	|1,848445
1856	|1,758676
1857	|1,766338
1858	|1,77334
1859	|1,774512
1860	|1,857661
1861	|1,815543
1862	|1,824886
1863	|1,740579
1864	|1,765827
1865	|1,70933
1866	|1,756692
1867	|1,816081
1868	|1,650335
1869	|1,749031
1870	|1,67507
1871	|1,815786
1872	|1,708135
1873	|1,882703
1874	|1,915223
1875	|1,707594
1876	|1,758612
1877	|1,649315
1878	|1,724543
1879	|1,69218
1880	|1,699059
1881	|1,741103
1882	|1,69217
1883	|1,723834
1884	|1,767308
1885	|1,724352
1886	|1,715824
1887	|1,650767
1888	|1,699886
1889	|1,781511
1890	|1,659621
1891	|1,748237
1892	|1,724812
1893	|2,249293
1894	|1,995417
1895	|1,733545
1896	|1,708941
1897	|1,765362
1898	|1,708002
1899	|1,791756
1900	|1,624361
1901	|1,642066
1902	|1,708688
1903	|1,723343
1904	|1,759799
1905	|1,714435
1906	|1,716539
1907	|1,840937
1908	|1,765885
1909	|1,749443
1910	|1,7664
1911	|1,782476
1912	|1,741744
1913	|2,001732
1914	|2,002668
1915	|1,791549
1916	|1,749732
1917	|1,774681
1918	|1,765748
1919	|1,757914
1920	|1,674369
1921	|1,758187
1922	|1,765552
1923	|1,774415
1924	|1,758979
1925	|1,699261
1926	|1,748739
1927	|1,717421
1928	|1,724493
1929	|1,666242
1930	|1,716963
1931	|1,723615
1932	|1,766371
1933	|1,732773
1934	|1,849005
1935	|1,675442
1936	|1,707539
1937	|1,708563
1938	|1,674315
1939	|1,73288
1940	|1,667264
1941	|1,649384
1942	|1,699842
1943	|1,650464
1944	|1,624641
1945	|1,69988
1946	|1,73309
1947	|1,740754
1948	|1,658474
1949	|1,68395
1950	|1,707343
1951	|1,699855
1952	|1,725106
1953	|1,715752
1954	|2,262756
1955	|1,792072
1956	|1,757696
1957	|1,642707
1958	|1,715606
1959	|1,749436
1960	|1,757652
1961	|1,757612
1962	|1,684223
1963	|1,723753
1964	|1,749365
1965	|1,791747
1966	|1,748841
1967	|1,824051
1968	|1,675937
1969	|1,773528
1970	|1,774326
1971	|1,904983
1972	|1,768398
1973	|2,208177
1974	|2,045027
1975	|1,808519
1976	|1,774512
1977	|1,823671
1978	|1,824425
1979	|1,765716
1980	|1,641817
1981	|1,699752
1982	|1,767076
1983	|1,699243
1984	|1,765845
1985	|1,741616
1986	|1,699188
1987	|1,783358
1988	|1,678096
1989	|1,770345
1990	|1,650766
1991	|1,781878
1992	|1,7004
1993	|1,741457
1994	|1,890113
1995	|1,683536
1996	|1,71648
1997	|1,699142
1998	|1,691826
1999	|1,674949
2000	|1,691003
2001	|1,716906
2002	|1,699246
2003	|1,691397
2004	|1,683712
2005	|1,666158
2006	|1,774937
2007	|1,72376
2008	|1,683509
2009	|1,617297
2010	|1,740686
2011	|1,791096
2012	|1,766585
2013	|1,70744
2014	|2,164268
2015	|1,758153
2016	|1,724302
2017	|1,790866
2018	|1,700719
2019	|1,831528
2020	|1,675018
2021	|1,741649
2022	|1,840335
2023	|1,683658
2024	|1,840362
2025	|1,805301
2026	|1,818523
2027	|1,782132
2028	|1,857449
2029	|1,733235
2030	|1,766044
2031	|1,749112
2032	|1,741734
2033	|1,698176
2034	|1,958933
2035	|1,682287
2036	|1,733519
2037	|1,807004
2038	|1,799779
2039	|1,732434
2040	|1,683173
2041	|1,8245
2042	|1,641328
2043	|1,732955
2044	|1,700347
2045	|1,896178
2046	|1,734806
2047	|1,651491
2048	|1,781335
2049	|1,733059
2050	|1,774763
2051	|1,666156
2052	|1,732776
2053	|1,824689
2054	|1,964865
2055	|1,749381
2056	|1,667535
2057	|1,723841
2058	|1,774298
2059	|1,700392
2060	|1,768781
2061	|1,721552
2062	|1,774474
2063	|1,757489
2064	|1,699855
2065	|1,708599
2066	|1,674458
2067	|1,725008
2068	|1,740897
2069	|1,73265
2070	|1,725218
2071	|1,741031
2072	|1,699493
2073	|2,052582
2074	|1,977179
2075	|1,758948
2076	|1,698807
2077	|1,724502
2078	|1,774622
2079	|1,716441
2080	|1,774118
2081	|1,749422
2082	|1,791659
2083	|1,732256
2084	|1,818563
2085	|1,755413
2086	|1,757521
2087	|1,808388
2088	|1,757217
2089	|1,815794
2090	|1,816384
2091	|1,881704
2092	|1,774859
2093	|1,823709
2094	|1,81533
2095	|1,768673
2096	|1,830226
2097	|1,699831
2098	|1,760329
2099	|1,863083
2100	|1,775397
2101	|1,707297
2102	|1,75755
2103	|1,749761
2104	|1,75771
2105	|1,946512
2106	|1,677025
2107	|1,658389
2108	|1,724997
2109	|1,765623
2110	|1,708634
2111	|1,782082
2112	|1,749283
2113	|2,339453
2114	|1,690723
2115	|1,699726
2116	|1,692271
2117	|1,724444
2118	|1,740491
2119	|1,7253
2120	|1,72403
2121	|1,708211
2122	|1,733792
2123	|1,764938
2124	|1,708368
2125	|1,679716
2126	|1,75296
2127	|1,790652
2128	|1,76687
2129	|1,699239
2130	|1,724577
2131	|1,741774
2132	|1,732371
2133	|2,239505
2134	|1,690976
2135	|1,766692
2136	|1,674409
2137	|1,76588
2138	|1,774539
2139	|1,716887
2140	|1,715716
2141	|1,791114
2142	|1,879916
2143	|1,643835
2144	|1,692127
2145	|1,765495
2146	|1,766086
2147	|1,750327
2148	|1,749264
2149	|1,691011
2150	|1,750061
2151	|1,815144
2152	|1,691656
2153	|2,065383
2154	|1,749322
2155	|1,749311
2156	|1,783138
2157	|1,740596
2158	|1,758208
2159	|1,707591
2160	|1,773795
2161	|1,667947
2162	|1,657916
2163	|1,73265
2164	|1,725214
2165	|1,773646
2166	|1,650776
2167	|1,657685
2168	|1,707987
2169	|1,675473
2170	|1,790239
2171	|1,708147
2172	|1,750033
2173	|2,263228
2174	|1,783945
2175	|1,682131
2176	|1,725415
2177	|1,773525
2178	|1,708159
2179	|1,766117
2180	|1,674754
2181	|1,799384
2182	|1,774245
2183	|1,766635
2184	|1,757467
2185	|1,708674
2186	|1,699457
2187	|1,691215
2188	|1,790761
2189	|1,741747
2190	|1,749132
2191	|1,790197
2192	|1,734352
2193	|2,097122
2194	|1,741184
2195	|1,667387
2196	|1,8404
2197	|1,78296
2198	|1,724279
2199	|1,741514
2200	|1,641296
2201	|1,732892
2202	|1,824688
2203	|1,690859
2204	|1,699908
2205	|1,741544
2206	|1,716072
2207	|1,782554
2208	|1,725411
2209	|1,748692
2210	|1,807368
2211	|1,708894
2212	|2,322148
2213	|2,019967
2214	|1,703015
2215	|1,822946
2216	|1,75852
2217	|1,666574
2218	|1,740773
2219	|1,716396
2220	|2,073534
2221	|1,707469
2222	|1,717281
2223	|1,707185
2224	|1,716713
2225	|1,724133
2226	|1,683418
2227	|1,716758
2228	|1,716542
2229	|1,76537
2230	|1,73338
2231	|1,74903
2232	|1,617358
2233	|1,914967
2234	|1,724459
2235	|1,64254
2236	|1,831566
2237	|1,667158
2238	|1,741267
2239	|1,773647
2240	|1,683322
2241	|1,634061
2242	|1,831745
2243	|1,741147
2244	|1,800025
2245	|1,716294
2246	|1,749227
2247	|1,765821
2248	|1,732972
2249	|1,733555
2250	|1,666016
2251	|1,774404
2252	|1,949394
2253	|2,014038
2254	|1,724457
2255	|1,684169
2256	|1,740255
2257	|1,749694
2258	|1,783246
2259	|1,707806
2260	|1,675608
2261	|1,707029
2262	|1,757749
2263	|1,783398
2264	|1,707517
2265	|1,749334
2266	|1,767533
2267	|1,748257
2268	|1,733815
2269	|1,624848
2270	|1,732283
2271	|1,849384
2272	|1,837674
2273	|1,959705
2274	|1,708594
2275	|1,798496
2276	|1,782707
2277	|1,716893
2278	|1,732469
2279	|1,741277
2280	|1,708623
2281	|1,773252
2282	|1,68396
2283	|1,683259
2284	|1,691839
2285	|1,740541
2286	|1,750149
2287	|1,740397
2288	|1,681284
2289	|1,74404
2290	|1,773806
2291	|1,684239
2292	|2,052736
2293	|1,967675
2294	|1,708697
2295	|1,823823
2296	|1,691568
2297	|1,675098
2298	|1,732476
2299	|1,766782
2300	|1,756914
2301	|1,692128
2302	|1,724859
2303	|1,765102
2304	|1,708309
2305	|1,730725
2306	|1,768358
2307	|1,757643
2308	|1,799941
2309	|1,806877
2310	|1,716626
2311	|1,7085
2312	|1,774827
2313	|1,856285
2314	|1,741724
2315	|1,658087
2316	|1,732664
2317	|1,799962
2318	|1,782142
2319	|1,791672
2320	|1,682445
2321	|1,716365
2322	|1,82518
2323	|1,781895
2324	|1,707931
2325	|1,757867
2326	|1,733245
2327	|1,757266
2328	|1,741463
2329	|1,667132
2330	|1,724521
2331	|1,76548
2332	|1,881042
2333	|1,924893
2334	|1,766317
2335	|1,716178
2336	|1,841563
2337	|1,790178
2338	|1,757958
2339	|1,791377
2340	|1,74065
2341	|1,783071
2342	|1,64962
2343	|1,724615
2344	|1,708656
2345	|1,79868
2346	|1,733468
2347	|1,649905
2348	|1,72409
2349	|1,783401
2350	|1,715721
2351	|1,749519
2352	|1,692471
2353	|1,89785
2354	|1,757797
2355	|1,750107
2356	|1,690915
2357	|1,683721
2358	|1,74897
2359	|1,733525
2360	|1,716332
2361	|1,723929
2362	|1,700562
2363	|1,658122
2364	|1,773901
2365	|1,683979
2366	|1,715273
2367	|1,666926
2368	|1,725295
2369	|1,790207
2370	|1,699632
2371	|1,692353
2372	|1,691153
2373	|1,96489
2374	|1,642602
2375	|1,707615
2376	|1,782046
2377	|1,690489
2378	|1,775689
2379	|1,691267
2380	|1,766612
2381	|1,757517
2382	|1,824429
2383	|1,724126
2384	|1,733316
2385	|1,732698
2386	|1,766091
2387	|1,782713
2388	|1,716931
2389	|1,740613
2390	|1,774268
2391	|1,725518
2392	|1,756973
2393	|2,031625
2394	|1,63462
2395	|1,831165
2396	|1,791245
2397	|1,766544
2398	|1,682931
2399	|1,691824
2400	|1,64177
2401	|1,7654
2402	|1,766526
2403	|1,839642
2404	|1,758748
2405	|1,708783
2406	|1,740289
2407	|1,625069
2408	|1,667195
2409	|1,723913
2410	|1,749779
2411	|1,741457
2412	|1,707759
2413	|2,271927
2414	|1,766978
2415	|1,765392
2416	|1,625375
2417	|1,70828
2418	|1,682774
2419	|1,716678
2420	|1,732287
2421	|1,691781
2422	|1,708427
2423	|1,765563
2424	|1,7087
2425	|1,674882
2426	|1,70013
2427	|1,723738
2428	|1,832428
2429	|1,725235
2430	|1,757858
2431	|1,724426
2432	|1,815089
2433	|2,355151
2434	|1,73391
2435	|1,723814
2436	|1,766075
2437	|1,717461
2438	|1,830951
2439	|1,700181
2440	|1,7909
2441	|1,807559
2442	|1,840187
2443	|1,849877
2444	|1,699606
2445	|1,757941
2446	|1,824915
2447	|1,872982
2448	|1,683636
2449	|1,76648
2450	|1,715656
2451	|1,818044
2452	|1,86396
2453	|1,690942
2454	|1,832875
2455	|1,799
2456	|1,749415
2457	|1,749438
2458	|1,725199
2459	|1,740737
2460	|1,807933
2461	|1,773933
2462	|1,725048
2463	|1,650474
2464	|1,748808
2465	|1,692212
2466	|1,699187
2467	|1,732731
2468	|1,742542
2469	|1,756636
2470	|1,74104
2471	|1,725318
2472	|1,715813
2473	|1,832736
2474	|1,717061
2475	|1,715469
2476	|1,699588
2477	|1,71687
2478	|1,757331
2479	|1,81528
2480	|1,717458
2481	|1,724038
2482	|1,675505
2483	|1,724064
2484	|1,832383
2485	|1,658954
2486	|1,749091
2487	|1,683047
2488	|1,708652
2489	|1,798888
2490	|1,641548
2491	|1,766845
2492	|2,127264
2493	|1,98514
2494	|1,707533
2495	|1,724856
2496	|1,741039
2497	|1,716981
2498	|1,749376
2499	|1,72437
2500	|1,67481
2501	|1,725135
2502	|1,77371
2503	|1,766225
2504	|1,766573
2505	|1,71596
2506	|1,782734
2507	|1,882397
2508	|1,725157
2509	|1,740603
2510	|1,807944
2511	|1,873084
2512	|1,725607
2513	|1,756974
2514	|1,882355
2515	|1,741742
2516	|1,757117
2517	|1,68324
2518	|1,692093
2519	|1,715692
2520	|1,708222
2521	|1,749956
2522	|1,691103
2523	|1,708369
2524	|1,67496
2525	|1,757262
2526	|1,71674
2527	|1,658404
2528	|1,748822
2529	|1,700698
2530	|1,757018
2531	|1,633453
2532	|2,205489
2533	|1,882494
2534	|1,716719
2535	|1,732825
2536	|1,682692
2537	|1,68318
2538	|1,733754
2539	|1,790294
2540	|1,733681
2541	|1,740979
2542	|1,715738
2543	|1,708847
2544	|1,740888
2545	|1,691692
2546	|1,70754
2547	|1,741119
2548	|1,700299
2549	|1,798838
2550	|1,649907
2551	|1,766123
2552	|2,0872
2553	|1,975789
2554	|1,791641
2555	|1,716316
2556	|1,740545
2557	|1,774892
2558	|1,807108
2559	|1,774651
2560	|1,716153
2561	|1,774301
2562	|1,874041
2563	|1,67507
2564	|1,824899
2565	|1,783076
2566	|1,740023
2567	|1,80815
2568	|1,748816
2569	|1,824161
2570	|1,807544
2571	|1,902115
2572	|2,442887
2573	|1,766841
2574	|1,78996
2575	|1,758351
2576	|1,807934
2577	|1,699413
2578	|1,63323
2579	|1,783228
2580	|1,715945
2581	|1,74107
2582	|1,811562
2583	|1,745473
2584	|1,708173
2585	|1,725764
2586	|1,74819
2587	|1,667324
2588	|1,798692
2589	|1,724719
2590	|1,725151
2591	|1,757241
2592	|2,032567
2593	|1,757681
2594	|1,723887
2595	|1,733524
2596	|1,690755
2597	|1,708759
2598	|1,741148
2599	|1,862851
2600	|1,652355
2601	|1,716948
2602	|1,657952
2603	|1,707607
2604	|1,78311
2605	|1,691093
2606	|1,725045
2607	|1,748891
2608	|1,750829
2609	|1,699166
2610	|1,732486
2611	|1,775121
2612	|2,262927
2613	|1,749414
2614	|1,741954
2615	|1,715766
2616	|1,830226
2617	|1,802246
2618	|1,715661
2619	|1,725938
2620	|1,64934
2621	|1,74056
2622	|1,790985
2623	|1,791582
2624	|1,773776
2625	|1,792141
2626	|1,756628
2627	|1,79959
2628	|1,658594
2629	|1,699279
2630	|1,716237
2631	|2,215668
2632	|1,905435
2633	|1,667931
2634	|1,765452
2635	|1,715629
2636	|1,78363
2637	|1,682326
2638	|1,732862
2639	|1,708753
2640	|1,71632
2641	|1,723877
2642	|1,725414
2643	|1,790329
2644	|1,732917
2645	|1,733445
2646	|1,715874
2647	|1,725028
2648	|1,67471
2649	|1,766842
2650	|1,740239
2651	|2,040307
2652	|1,881857
2653	|1,799028
2654	|1,775236
2655	|1,748756
2656	|1,766561
2657	|1,699477
2658	|1,732693
2659	|1,717139
2660	|1,790236
2661	|1,667089
2662	|1,807547
2663	|1,699685
2664	|1,782348
2665	|1,725222
2666	|1,633302
2667	|1,733049
2668	|1,814848
2669	|1,766554
2670	|1,733264
2671	|1,850578
2672	|1,938278
2673	|1,783325
2674	|1,740689
2675	|1,791146
2676	|1,774723
2677	|1,807044
2678	|1,816357
2679	|1,699841
2680	|1,732451
2681	|1,733414
2682	|1,823126
2683	|1,758179
2684	|1,741723
2685	|1,724431
2686	|1,740971
2687	|1,733431
2688	|1,765817
2689	|1,749234
2690	|1,831405
2691	|1,783444
2692	|1,742154
2693	|1,766302
2694	|1,71632
2695	|1,691485
2696	|1,765398
2697	|1,684064
2698	|1,690649
2699	|1,725578
2700	|1,707089
2701	|1,757867
2702	|1,642386
2703	|1,765652
2704	|1,682949
2705	|1,800379
2706	|1,740058
2707	|1,633452
2708	|1,708865
2709	|1,690644
2710	|1,716503
2711	|1,964608
2712	|1,998681
2713	|1,808089
2714	|1,832408
2715	|1,75746
2716	|1,71694
2717	|1,723627
2718	|1,683956
2719	|1,741227
2720	|1,682727
2721	|1,732783
2722	|1,71703
2723	|1,782189
2724	|1,757787
2725	|1,692703
2726	|1,739883
2727	|1,774542
2728	|1,724633
2729	|1,70793
2730	|1,700681
2731	|1,871123
2732	|1,999956
2733	|1,758903
2734	|1,773586
2735	|1,708762
2736	|1,765476
2737	|1,782397
2738	|1,725454
2739	|1,699257
2740	|1,724617
2741	|1,766503
2742	|1,757341
2743	|1,832514
2744	|1,675512
2745	|1,740154
2746	|1,79956
2747	|1,708821
2748	|1,740737
2749	|1,774444
2750	|1,774871
2751	|1,807051
2752	|1,774304
2753	|1,741874
2754	|1,682658
2755	|1,716329
2756	|1,799822
2757	|1,724148
2758	|1,757946
2759	|1,725069
2760	|1,70818
2761	|1,674046
2762	|1,757891
2763	|1,699812
2764	|1,765963
2765	|1,724677
2766	|1,750104
2767	|1,782299
2768	|1,719323
2769	|1,671813
2770	|1,716548
2771	|1,987604
2772	|1,859514
2773	|1,691573
2774	|1,675563
2775	|1,749224
2776	|1,790589
2777	|1,684377
2778	|1,682985
2779	|1,773803
2780	|1,708232
2781	|1,674372
2782	|1,774277
2783	|1,791294
2784	|1,774172
2785	|1,760021
2786	|1,730761
2787	|1,691644
2788	|1,790859
2789	|1,733553
2790	|1,690894
2791	|2,061477
2792	|1,943602
2793	|1,749137
2794	|1,692166
2795	|1,715685
2796	|1,716602
2797	|1,700219
2798	|1,732798
2799	|1,774573
2800	|1,723978
2801	|1,807966
2802	|1,751241
2803	|1,772272
2804	|1,733606
2805	|1,757567
2806	|1,716095
2807	|1,725114
2808	|1,848495
2809	|1,633966
2810	|1,81592
2811	|1,765578
2812	|2,006248
2813	|1,77518
2814	|1,740953
2815	|1,76594
2816	|1,717319
2817	|1,798384
2818	|1,691602
2819	|1,841697
2820	|1,789709
2821	|1,774639
2822	|1,717525
2823	|1,756648
2824	|1,675108
2825	|1,758153
2826	|1,70803
2827	|1,63299
2828	|1,716468
2829	|1,700153
2830	|1,782116
2831	|1,824189
2832	|1,882848
2833	|1,657616
2834	|1,675452
2835	|1,707772
2836	|1,69116
2837	|1,691912
2838	|1,707745
2839	|1,683046
2840	|1,675433
2841	|1,723889
2842	|1,658406
2843	|1,725243
2844	|1,732317
2845	|1,791326
2846	|1,699991
2847	|1,773954
2848	|1,72442
2849	|1,766687
2850	|1,641212
2851	|1,733528
2852	|1,948901
2853	|1,781809
2854	|1,816407
2855	|1,707655
2856	|1,79087
2857	|1,741879
2858	|1,74056
2859	|1,766683
2860	|1,658072
2861	|1,691214
2862	|1,758191
2863	|1,807267
2864	|1,69978
2865	|1,741196
2866	|1,71688
2867	|1,773871
2868	|1,77492
2869	|1,724034
2870	|1,741313
2871	|2,335677
2872	|2,000977
2873	|1,757923
2874	|1,725317
2875	|1,740231
2876	|1,733236
2877	|1,766407
2878	|1,765603
2879	|1,683615
2880	|1,724836
2881	|1,716096
2882	|1,832093
2883	|1,7747
2884	|1,757678
2885	|1,717034
2886	|1,798684
2887	|1,740842
2888	|1,724964
2889	|1,733506
2890	|1,690993
2891	|1,800363
2892	|1,864221
2893	|1,659135
2894	|1,68268
2895	|1,749491
2896	|1,708062
2897	|1,666585
2898	|1,691892
2899	|1,757288
2900	|1,799916
2901	|1,732246
2902	|1,766427
2903	|1,766189
2904	|1,733115
2905	|1,765802
2906	|1,716685
2907	|1,740744
2908	|1,816477
2909	|1,798692
2910	|1,799417
2911	|1,716336
2912	|1,907536
2913	|1,773726
2914	|1,873428
2915	|1,701423
2916	|1,698642
2917	|1,79102
2918	|1,726141
2919	|1,94734
2920	|1,6829
2921	|1,750109
2922	|1,873474
2923	|1,865534
2924	|1,78329
2925	|1,708113
2926	|1,741946
2927	|1,714952
2928	|1,824169
2929	|1,799906
2930	|1,773942
2931	|2,479558
2932	|1,749766
2933	|1,823704
2934	|1,741311
2935	|1,766424
2936	|1,86374
2937	|1,742654
2938	|1,741262
2939	|1,799371
2940	|1,692048
2941	|1,732296
2942	|1,749541
2943	|1,73359
2944	|1,699197
2945	|1,774161
2946	|1,692362
2947	|1,782728
2948	|1,707207
2949	|1,700533
2950	|1,716314
2951	|2,072547
2952	|1,782983
2953	|1,666308
2954	|1,724861
2955	|1,724857
2956	|1,741806
2957	|1,699043
2958	|1,699278
2959	|1,724724
2960	|1,716955
2961	|1,798511
2962	|1,700387
2963	|1,690995
2964	|1,674859
2965	|1,725135
2966	|1,724102
2967	|1,790909
2968	|1,725223
2969	|1,749085
2970	|1,708043
2971	|2,157554
2972	|1,756091
2973	|1,863597
2974	|1,801905
2975	|1,757371
2976	|1,749501
2977	|1,749959
2978	|1,807542
2979	|1,807197
2980	|1,890421
2981	|1,89894
2982	|1,716749
2983	|1,798774
2984	|1,915672
2985	|1,683657
2986	|1,790269
2987	|1,775195
2988	|1,757385
2989	|1,816039
2990	|1,796678
2991	|1,776504
2992	|1,70804
2993	|1,849181
2994	|1,724692
2995	|1,782488
2996	|1,741803
2997	|1,749
2998	|1,791766
2999	|1,716035
3000	|1,624703
3001	|1,717086
3002	|1,773592
3003	|1,666553
3004	|1,741959
3005	|1,715568
3006	|1,766134
3007	|1,809431
3008	|1,689753
3009	|1,666505
3010	|1,750754
3011	|1,939179
3012	|1,766239
3013	|1,675678
3014	|1,76495
3015	|1,824792
3016	|1,757214
3017	|1,848981
3018	|1,683928
3019	|1,757243
3020	|1,732853
3021	|1,824875
3022	|1,683387
3023	|1,732138
3024	|1,946426
3025	|1,710077
3026	|1,766588
3027	|1,757356
3028	|1,72524
3029	|1,732059
3030	|1,725516
3031	|1,709096
3032	|1,781042
3033	|1,749906
3034	|1,807903
3035	|1,781831
3036	|1,791472
3037	|1,716581
3038	|1,773823
3039	|1,766075
3040	|1,692194
3041	|1,84637
3042	|1,693557
3043	|1,799773
3044	|1,757534
3045	|1,674609
3046	|1,683755
3047	|1,735946
3048	|1,679785
3049	|1,774585
3050	|1,757488
3051	|1,691911
3052	|1,82355
3053	|1,733539
3054	|1,740766
3055	|1,683035
3056	|1,684133
3057	|1,69893
3058	|1,783094
3059	|1,606015
3060	|1,677087
3061	|1,708047
3062	|1,743006
3063	|1,706781
3064	|1,65773
3065	|1,78266
3066	|1,741347
3067	|1,782505
3068	|1,708768
3069	|1,666061
3070	|2,168167
3071	|1,944717
3072	|1,757619
3073	|1,684061
3074	|1,740782
3075	|1,806823
3076	|1,888789
3077	|1,851076
3078	|1,840556
3079	|1,700519
3080	|1,848439
3081	|1,749683
3082	|1,750105
3083	|1,652075
3084	|1,847313
3085	|1,723747
3086	|1,79088
3087	|1,758486
3088	|1,740659
3089	|1,815836
3090	|1,716821
3091	|1,790427
3092	|1,658416
3093	|1,80908
3094	|1,739575
3095	|1,741855
3096	|1,71641
3097	|1,616296
3098	|1,691425
3099	|1,716265
3100	|1,725252
3101	|1,781958
3102	|1,782856
3103	|1,750046
3104	|1,782233
3105	|1,832772
3106	|1,64969
3107	|1,691804
3108	|1,74143
3109	|1,72413
3110	|1,938205
3111	|1,759876
3112	|1,733522
3113	|1,7821
3114	|1,791376
3115	|1,707871
3116	|1,708659
3117	|1,732689
3118	|1,740675
3119	|1,75836
3120	|1,733302
3121	|1,750343
3122	|1,714698
3123	|1,741875
3124	|1,666593
3125	|1,674163
3126	|1,683731
3127	|1,774123
3128	|1,790772
3129	|1,691336
3130	|1,79956
3131	|1,915286
3132	|1,815732
3133	|1,709338
3134	|1,765043
3135	|1,707457
3136	|1,717503
3137	|1,806873
3138	|1,71651
3139	|1,758199
3140	|1,741276
3141	|1,831624
3142	|1,684101
3143	|1,723917
3144	|1,765752
3145	|1,717487
3146	|1,773655
3147	|1,758041
3148	|1,716779
3149	|1,782493
3150	|1,716296
3151	|1,907609
3152	|1,748596
3153	|1,791778
3154	|1,748736
3155	|1,741205
3156	|1,824565
3157	|1,716116
3158	|1,758109
3159	|1,757895
3160	|1,691131
3161	|1,70861
3162	|1,674977
3163	|1,723856
3164	|1,78334
3165	|1,749844
3166	|1,649122
3167	|1,717126
3168	|1,716492
3169	|1,815766
3170	|1,906546
3171	|1,865426
3172	|1,699675
3173	|1,80791
3174	|1,757469
3175	|1,70055
3176	|1,715782
3177	|1,674765
3178	|1,700329
3179	|1,741239
3180	|1,699226
3181	|1,683809
3182	|1,699131
3183	|1,74117
3184	|1,782765
3185	|1,841495
3186	|1,674968
3187	|1,765305
3188	|1,706658
3189	|1,710183
3190	|2,024349
3191	|1,938848
3192	|1,840155
3193	|1,79966
3194	|1,650315
3195	|1,707326
3196	|1,716792
3197	|1,73329
3198	|1,732264
3199	|1,732865
3200	|1,717108
3201	|1,74885
3202	|1,766429
3203	|1,73376
3204	|1,773293
3205	|1,86343
3206	|1,769677
3207	|1,756732
3208	|1,725686
3209	|1,790742
3210	|1,765648
3211	|1,856823
3212	|1,719896
3213	|1,829134
3214	|1,7333
