GUID	| Time
3215	|1,733138
3216	|1,782056
3217	|1,774832
3218	|1,757364
3219	|1,7579
3220	|1,708796
3221	|1,790427
3222	|1,797214
3223	|1,635488
3224	|1,766053
3225	|1,692124
3226	|1,773708
3227	|1,692864
3228	|1,723821
3229	|1,748989
3230	|1,72551
3231	|1,782083
3232	|1,766198
3233	|1,758254
3234	|1,782034
3235	|1,774575
3236	|1,774603
3237	|1,699371
3238	|1,708699
3239	|1,824589
3240	|1,682416
3241	|1,692083
3242	|1,856618
3243	|1,807545
3244	|1,742137
3245	|1,765291
3246	|1,69969
3247	|1,667654
3248	|1,749911
3249	|1,739978
3250	|1,805242
3251	|1,92559
3252	|1,76658
3253	|1,799603
3254	|1,79895
3255	|1,700221
3256	|1,766032
3257	|1,690949
3258	|1,766575
3259	|1,722811
3260	|1,667968
3261	|1,824514
3262	|1,732447
3263	|1,775134
3264	|1,707721
3265	|1,790656
3266	|1,675496
3267	|1,807112
3268	|1,732832
3269	|1,791662
3270	|1,732315
3271	|1,774222
3272	|1,800001
3273	|1,716036
3274	|1,824266
3275	|1,740827
3276	|1,831282
3277	|1,759574
3278	|1,699243
3279	|1,766783
3280	|1,782121
3281	|1,774731
3282	|1,765714
3283	|1,6507
3284	|1,71592
3285	|1,865495
3286	|1,741646
3287	|1,732529
3288	|1,700213
3289	|1,765446
3290	|1,683963
3291	|1,815699
3292	|1,641755
3293	|1,649653
3294	|1,791177
3295	|1,724256
3296	|1,717379
3297	|1,689915
3298	|1,683747
3299	|1,749841
3300	|1,674644
3301	|1,616716
3302	|1,683866
3303	|1,789732
3304	|1,758399
3305	|1,767127
3306	|1,698896
3307	|1,650333
3308	|1,724741
3309	|1,715802
3310	|1,732893
3311	|2,15593
3312	|1,741104
3313	|1,783513
3314	|1,871028
3315	|1,735581
3316	|1,699585
3317	|1,76585
3318	|1,69981
3319	|1,749546
3320	|1,66655
3321	|1,733316
3322	|1,71613
3323	|1,724493
3324	|1,766736
3325	|1,666041
3326	|1,724352
3327	|1,700508
3328	|1,791479
3329	|1,748715
3330	|1,74113
3331	|2,502829
3332	|1,817401
3333	|1,757564
3334	|1,757614
3335	|1,758492
3336	|1,856615
3337	|1,77464
3338	|1,691971
3339	|1,782359
3340	|1,625426
3341	|1,774064
3342	|1,807501
3343	|1,733247
3344	|1,741269
3345	|1,72428
3346	|1,782665
3347	|1,766225
3348	|1,747296
3349	|1,710772
3350	|1,757327
3351	|1,807907
3352	|1,691679
3353	|1,707674
3354	|1,749404
3355	|1,666539
3356	|1,716671
3357	|1,575723
3358	|1,69091
3359	|1,757865
3360	|1,708423
3361	|1,73229
3362	|1,724928
3363	|1,732776
3364	|1,691512
3365	|1,766688
3366	|1,723558
3367	|1,741854
3368	|1,766801
3369	|1,748808
3370	|2,165338
3371	|2,005641
3372	|1,740972
3373	|1,733057
3374	|1,792272
3375	|1,673531
3376	|1,783015
3377	|1,699482
3378	|1,782465
3379	|1,782974
3380	|1,790833
3381	|1,650084
3382	|1,716956
3383	|1,757167
3384	|1,741559
3385	|1,864888
3386	|1,71682
3387	|1,766733
3388	|1,798659
3389	|1,716313
3390	|1,70879
3391	|1,973253
3392	|1,765834
3393	|1,765935
3394	|1,708117
3395	|1,724812
3396	|1,782395
3397	|1,807682
3398	|1,82425
3399	|1,733524
3400	|1,73218
3401	|1,782793
3402	|1,938161
3403	|1,685183
3404	|1,766731
3405	|1,723977
3406	|2,064748
3407	|1,783347
3408	|1,657729
3409	|1,708678
3410	|2,362832
3411	|1,749178
3412	|1,750599
3413	|1,682991
3414	|1,68238
3415	|1,708789
3416	|1,798402
3417	|1,658572
3418	|1,692072
3419	|1,726018
3420	|1,690108
3421	|1,707696
3422	|1,674614
3423	|1,700799
3424	|1,814921
3425	|1,700059
3426	|1,74128
3427	|1,716142
3428	|1,765655
3429	|1,750125
3430	|2,387851
3431	|1,733026
3432	|1,683103
3433	|1,741497
3434	|1,72479
3435	|1,782253
3436	|1,808389
3437	|1,715986
3438	|1,765693
3439	|1,799234
3440	|1,658738
3441	|1,707672
3442	|1,774386
3443	|2,081442
3444	|1,766445
3445	|1,699099
3446	|1,800074
3447	|1,773665
3448	|1,807797
3449	|1,969652
3450	|1,993559
3451	|1,708159
3452	|1,841113
3453	|1,912827
3454	|1,652659
3455	|1,798864
3456	|1,832717
3457	|1,799543
3458	|1,815475
3459	|1,791276
3460	|1,715991
3461	|1,732948
3462	|1,749304
3463	|1,799706
3464	|1,683504
3465	|1,749366
3466	|1,765732
3467	|1,741115
3468	|1,708705
3469	|2,362771
3470	|1,73272
3471	|1,783425
3472	|1,732065
3473	|1,63394
3474	|1,765587
3475	|1,683832
3476	|1,765496
3477	|1,716435
3478	|1,683966
3479	|1,707106
3480	|1,716859
3481	|1,782904
3482	|1,690736
3483	|1,716629
3484	|1,766538
3485	|1,806982
3486	|1,72473
3487	|1,733528
3488	|1,68239
3489	|2,172561
3490	|1,758723
3491	|1,665732
3492	|1,775006
3493	|1,699062
3494	|1,865885
3495	|1,757486
3496	|1,807688
3497	|1,75841
3498	|1,757861
3499	|1,765352
3500	|1,775154
3501	|1,815092
3502	|1,749599
3503	|1,799411
3504	|1,766426
3505	|1,80715
3506	|1,824265
3507	|1,783606
3508	|2,094558
3509	|2,076217
3510	|1,77413
3511	|1,831647
3512	|1,700924
3513	|1,789923
3514	|1,716552
3515	|1,725145
3516	|1,86502
3517	|1,732841
3518	|1,758317
3519	|1,757485
3520	|1,691907
3521	|1,757101
3522	|1,808159
3523	|1,724307
3524	|1,683256
3525	|1,733477
3526	|1,846169
3527	|1,710092
3528	|1,724917
3529	|1,691415
3530	|1,691354
3531	|1,724615
3532	|1,683738
3533	|1,699645
3534	|1,724139
3535	|1,841426
3536	|1,707423
3537	|1,708657
3538	|1,690916
3539	|1,700251
3540	|1,782333
3541	|1,74105
3542	|1,758005
3543	|1,707848
3544	|1,945817
3545	|1,827304
3546	|1,67511
3547	|1,699132
3548	|1,890238
3549	|1,80034
3550	|1,823818
3551	|1,740985
3552	|1,800007
3553	|1,765343
3554	|1,849219
3555	|1,666339
3556	|1,7163
3557	|1,774969
3558	|1,782579
3559	|1,881913
3560	|1,675211
3561	|1,898836
3562	|1,782407
3563	|1,841035
3564	|1,856217
3565	|1,717067
3566	|1,816306
3567	|1,732558
3568	|2,413054
3569	|1,75747
3570	|1,716856
3571	|1,757559
3572	|1,725177
3573	|1,732507
3574	|1,832904
3575	|1,724066
3576	|1,758031
3577	|1,675531
3578	|1,748683
3579	|1,849032
3580	|1,788704
3581	|1,735194
3582	|1,800453
3583	|1,748573
3584	|1,707919
3585	|1,75846
3586	|1,715724
3587	|2,156803
3588	|1,923195
3589	|1,649536
3590	|1,708258
3591	|1,66692
3592	|1,715643
3593	|1,677477
3594	|1,681292
3595	|1,764938
3596	|1,750186
3597	|1,683854
3598	|1,707294
3599	|1,674946
3600	|1,947464
3601	|1,742274
3602	|1,741837
3603	|1,749441
3604	|1,774347
3605	|1,716506
3606	|1,740669
3607	|2,020156
3608	|1,927338
3609	|1,848282
3610	|1,699984
3611	|1,708686
3612	|1,740363
3613	|1,7916
3614	|1,783448
3615	|1,831193
3616	|1,83179
3617	|1,717711
3618	|1,757414
3619	|1,80724
3620	|1,685151
3621	|1,789322
3622	|1,857189
3623	|1,931034
3624	|1,85059
3625	|1,699656
3626	|1,790397
3627	|2,663297
3628	|1,798513
3629	|1,823632
3630	|1,758402
3631	|1,757519
3632	|1,749893
3633	|1,798468
3634	|1,758176
3635	|1,691683
3636	|1,955523
3637	|1,760675
3638	|1,697799
3639	|1,782396
3640	|1,667622
3641	|1,740544
3642	|1,741076
3643	|1,67603
3644	|1,690482
3645	|1,783026
3646	|1,840245
3647	|1,965177
3648	|1,78242
3649	|1,667658
3650	|1,781918
3651	|1,840724
3652	|1,716506
3653	|1,738778
3654	|1,677825
3655	|1,765372
3656	|1,783314
3657	|1,708206
3658	|1,732291
3659	|1,724589
3660	|1,709153
3661	|1,698747
3662	|1,691731
3663	|1,807777
3664	|1,773948
3665	|1,815823
3666	|1,833215
3667	|1,848104
3668	|1,791056
3669	|1,783446
3670	|1,765416
3671	|1,683167
3672	|1,816155
3673	|1,77437
3674	|1,857578
3675	|1,757128
3676	|1,749795
3677	|1,708915
3678	|1,765283
3679	|1,765935
3680	|1,63434
3681	|1,78186
3682	|1,724685
3683	|1,750242
3684	|1,856462
3685	|1,742514
3686	|1,781605
3687	|1,849182
3688	|1,691964
3689	|1,773881
3690	|1,716231
3691	|1,799465
3692	|1,815558
3693	|1,750372
3694	|1,757434
3695	|1,765842
3696	|1,725029
3697	|1,765709
3698	|1,724547
3699	|1,72528
3700	|1,707763
3701	|1,749035
3702	|1,799897
3703	|1,691208
3704	|1,633697
3705	|1,765587
3706	|1,716658
3707	|1,75802
3708	|1,722953
3709	|1,734255
3710	|1,675267
3711	|1,839504
3712	|1,65936
3713	|1,69993
3714	|1,715439
3715	|1,700169
3716	|1,832724
3717	|1,716085
3718	|1,733417
3719	|1,716358
3720	|1,699314
3721	|1,708616
3722	|1,71603
3723	|1,666533
3724	|1,774783
3725	|1,839958
3726	|1,902077
3727	|1,97907
3728	|1,748952
3729	|1,766211
3730	|1,775284
3731	|1,73207
3732	|1,658326
3733	|1,80792
3734	|1,798929
3735	|1,832482
3736	|1,708181
3737	|1,815626
3738	|1,741848
3739	|1,815391
3740	|1,832326
3741	|1,634048
3742	|1,790309
3743	|1,724962
3744	|1,774678
3745	|1,781939
3746	|1,733865
3747	|1,757039
3748	|1,833321
3749	|1,78224
3750	|1,724211
3751	|1,783402
3752	|1,748356
3753	|1,758425
3754	|1,692005
3755	|1,715813
3756	|1,832693
3757	|1,741605
3758	|1,69917
3759	|1,724805
3760	|1,782702
3761	|1,798785
3762	|1,759073
3763	|1,715577
3764	|1,691976
3765	|1,674776
3766	|1,724146
3767	|1,807971
3768	|1,724156
3769	|1,699916
3770	|1,741623
3771	|1,896166
3772	|1,760019
3773	|1,642186
3774	|1,691028
3775	|1,790689
3776	|1,700527
3777	|1,699242
3778	|1,707893
3779	|1,741738
3780	|1,716129
3781	|1,799038
3782	|1,633949
3783	|1,765622
3784	|1,625768
3785	|1,798992
3786	|1,985638
3787	|1,86187
3788	|1,805225
3789	|1,718917
3790	|1,807613
3791	|1,774253
3792	|1,732563
3793	|1,774922
3794	|1,790414
3795	|1,757575
3796	|1,700588
3797	|1,717151
3798	|1,765061
3799	|1,757497
3800	|1,683377
3801	|1,749356
3802	|1,758439
3803	|1,740662
3804	|1,78292
3805	|1,929385
3806	|1,759964
3807	|1,857835
3808	|1,798606
3809	|1,882363
3810	|1,658586
3811	|1,78225
3812	|1,758152
3813	|1,840229
3814	|1,724984
3815	|1,741369
3816	|1,85702
3817	|1,667395
3818	|1,806714
3819	|1,708208
3820	|1,650724
3821	|1,698994
3822	|1,798167
3823	|1,701457
3824	|1,674226
3825	|1,734238
3826	|1,724123
3827	|1,740404
3828	|1,741298
3829	|1,733352
3830	|1,691009
3831	|1,759008
3832	|1,723585
3833	|1,716308
3834	|1,692558
3835	|1,715162
3836	|1,724615
3837	|1,734151
3838	|1,74823
3839	|1,666741
3840	|1,785149
3841	|1,763389
3842	|1,766603
3843	|1,683123
3844	|1,740825
3845	|1,733397
3846	|1,891112
3847	|1,922698
3848	|1,75024
3849	|1,715766
3850	|1,799398
3851	|1,741576
3852	|1,724148
3853	|1,766025
3854	|1,79915
3855	|1,799244
3856	|1,70887
3857	|1,748795
3858	|1,741693
3859	|1,732791
3860	|1,741191
3861	|1,741685
3862	|1,674277
3863	|1,749542
3864	|1,708539
3865	|1,757227
3866	|1,823806
3867	|1,933341
3868	|1,902687
3869	|1,744667
3870	|1,733455
3871	|1,757291
3872	|1,774372
3873	|1,791428
3874	|1,773951
3875	|1,699713
3876	|1,824491
3877	|1,799173
3878	|1,807343
3879	|1,880699
3880	|1,726523
3881	|1,724761
3882	|1,724495
3883	|1,816333
3884	|1,748727
3885	|1,68418
3886	|2,354555
3887	|1,715907
3888	|1,716419
3889	|1,7002
3890	|1,715766
3891	|1,724214
3892	|1,733881
3893	|1,707467
3894	|1,675173
3895	|1,658611
3896	|1,792563
3897	|1,797294
3898	|1,7334
3899	|1,72455
3900	|1,691807
3901	|1,740359
3902	|1,799649
3903	|1,675166
3904	|1,732176
3905	|1,766387
3906	|2,396263
3907	|1,815752
3908	|1,650908
3909	|1,798455
3910	|1,741269
3911	|1,857435
3912	|1,666582
3913	|1,683223
3914	|1,725258
3915	|1,723837
3916	|1,838788
3917	|1,668682
3918	|1,732832
3919	|1,799925
3920	|1,790526
3921	|1,724586
3922	|1,791515
3923	|1,724053
3924	|1,774983
3925	|2,256328
3926	|1,922197
3927	|1,783604
3928	|1,73211
3929	|1,790776
3930	|1,766739
3931	|1,798637
3932	|1,666705
3933	|1,838608
3934	|1,776603
3935	|1,683193
3936	|1,766864
3937	|1,715542
3938	|1,7002
3939	|1,774664
3940	|1,690738
3941	|1,667069
3942	|1,790951
3943	|1,716013
3944	|1,749295
3945	|1,879262
3946	|1,951555
3947	|1,758317
3948	|1,832671
3949	|1,624489
3950	|1,775305
3951	|1,658027
3952	|1,691382
3953	|1,807128
3954	|1,650461
3955	|1,73229
3956	|1,733468
3957	|1,815697
3958	|1,724323
3959	|1,716906
3960	|1,71624
3961	|1,774098
3962	|1,783638
3963	|1,740222
3964	|1,716373
3965	|1,807528
3966	|1,998309
3967	|1,838656
3968	|1,718515
3969	|1,69963
3970	|1,775332
3971	|1,790077
3972	|1,774466
3973	|1,76777
3974	|1,797737
3975	|1,741011
3976	|1,824829
3977	|1,748995
3978	|1,692131
3979	|1,814657
3980	|1,700246
3981	|1,783396
3982	|1,839618
3983	|1,866645
3984	|1,946063
3985	|2,415043
3986	|1,791348
3987	|1,757732
3988	|1,782336
3989	|1,857353
3990	|1,791288
3991	|1,716137
3992	|1,725101
3993	|1,749124
3994	|1,81643
3995	|1,740558
3996	|1,774263
3997	|1,74147
3998	|1,783594
3999	|1,773255
4000	|1,667118
4001	|1,862271
4002	|1,793834
4003	|1,782995
4004	|1,757824
4005	|2,056146
4006	|1,667418
4007	|1,748821
4008	|1,757787
4009	|1,692196
4010	|1,674229
4011	|1,716362
4012	|1,708808
4013	|1,748771
4014	|1,716716
4015	|1,699302
4016	|1,716763
4017	|1,757421
4018	|1,772754
4019	|1,742855
4020	|1,775026
4021	|1,815354
4022	|1,757762
4023	|1,733451
4024	|1,799428
4025	|1,981018
4026	|1,832899
4027	|1,856979
4028	|1,699786
4029	|1,816485
4030	|1,682591
4031	|1,85827
4032	|1,733217
4033	|1,723395
4034	|1,832942
4035	|1,846602
4036	|1,801165
4037	|1,742356
4038	|1,78995
4039	|1,824533
4040	|1,840479
4041	|1,873271
4042	|1,693185
4043	|1,781768
4044	|2,180556
4045	|1,716962
4046	|1,798732
4047	|1,708943
4048	|1,781847
4049	|1,733413
4050	|1,724518
4051	|1,790442
4052	|1,700149
4053	|1,758025
4054	|1,79878
4055	|1,791271
4056	|1,765774
4057	|1,824488
4058	|1,79114
4059	|1,774065
4060	|1,700357
4061	|1,724096
4062	|1,691465
4063	|2,167567
4064	|1,945471
4065	|1,666227
4066	|1,732983
4067	|1,707889
4068	|1,799798
4069	|1,700076
4070	|1,691518
4071	|1,732074
4072	|1,791584
4073	|1,691017
4074	|1,6748
4075	|1,79101
4076	|1,70019
4077	|1,873753
4078	|1,865347
4079	|1,733009
4080	|1,816429
4081	|1,715686
4082	|1,75786
4083	|1,799904
4084	|1,923276
4085	|1,799081
4086	|1,791548
4087	|1,790217
4088	|1,741416
4089	|1,750318
4090	|1,848436
4091	|1,815917
4092	|1,832713
4093	|1,674694
4094	|1,758233
4095	|1,74096
4096	|1,799023
4097	|1,832546
4098	|1,774628
4099	|1,782883
4100	|1,799299
4101	|1,901823
4102	|1,721493
4103	|2,412447
4104	|1,757885
4105	|1,766854
4106	|1,70731
4107	|1,7334
4108	|1,749105
4109	|1,799198
4110	|1,782668
4111	|1,816423
4112	|1,732412
4113	|1,708636
4114	|1,690945
4115	|1,641692
4116	|1,733226
4117	|1,674619
4118	|1,708616
4119	|1,732357
4120	|1,699711
4121	|1,634077
4122	|1,757652
4123	|2,163835
4124	|1,716483
4125	|1,683791
4126	|1,690761
4127	|1,732828
4128	|1,816527
4129	|1,723944
4130	|1,708625
4131	|1,813236
4132	|1,694108
4133	|1,757752
4134	|1,715982
4135	|1,766104
4136	|1,741699
4137	|1,873281
4138	|1,724851
4139	|1,708654
4140	|1,781983
4141	|1,7586
4142	|2,203032
4143	|1,991966
4144	|1,724529
4145	|1,833435
4146	|1,799072
4147	|1,716137
4148	|1,815406
4149	|1,732941
4150	|1,750311
4151	|1,756917
4152	|1,74139
4153	|1,750352
4154	|1,731941
4155	|1,774451
4156	|1,766796
4157	|1,765491
4158	|1,774594
4159	|1,832751
4160	|1,732489
4161	|1,724735
4162	|1,799722
4163	|1,815284
4164	|1,783747
4165	|1,748612
4166	|1,741623
4167	|1,740835
4168	|1,815748
4169	|1,841301
4170	|1,733293
4171	|1,732082
4172	|1,708667
4173	|1,790582
4174	|1,816292
4175	|1,707569
4176	|1,782823
4177	|1,757596
4178	|1,716373
4179	|1,774486
4180	|1,62552
4181	|1,757336
4182	|1,724701
4183	|1,742427
4184	|1,648813
4185	|1,742011
4186	|1,748837
4187	|1,691341
4188	|1,815829
4189	|1,675521
4190	|1,757069
4191	|1,799612
4192	|1,799469
4193	|1,716146
4194	|1,72495
4195	|1,699251
4196	|1,750663
4197	|1,748375
4198	|1,782967
4199	|1,675632
4200	|1,756889
4201	|1,790836
4202	|1,692304
4203	|1,956354
4204	|1,765611
4205	|1,706273
4206	|1,768237
4207	|1,708067
4208	|1,709093
4209	|1,814718
4210	|1,732955
4211	|1,75844
4212	|1,789851
4213	|1,73387
4214	|1,682907
4215	|1,732904
4216	|1,783367
4217	|1,748867
4218	|1,791056
4219	|1,766792
4220	|1,815139
4221	|1,732803
4222	|1,830415
4223	|1,744207
4224	|1,782105
4225	|1,732548
4226	|1,725954
4227	|1,790379
4228	|1,824281
4229	|1,790196
4230	|1,734025
4231	|1,782166
4232	|1,715955
4233	|1,766614
4234	|1,699705
4235	|1,682798
4236	|1,725185
4237	|1,715595
4238	|1,733432
4239	|1,863013
4240	|1,67696
4241	|1,67494
4242	|1,824663
4243	|1,773907
4244	|1,692081
4245	|1,757751
4246	|1,700277
4247	|1,69089
4248	|1,782739
4249	|1,600358
4250	|1,69077
4251	|1,758149
4252	|1,724895
4253	|1,77356
4254	|1,642441
4255	|1,699849
4256	|1,765271
4257	|1,791073
4258	|1,692296
4259	|1,749504
4260	|1,741031
4261	|1,749192
4262	|2,146218
4263	|1,892417
4264	|1,740443
4265	|1,741411
4266	|1,750054
4267	|1,715681
4268	|1,733469
4269	|1,724604
4270	|1,798698
4271	|1,825252
4272	|1,756912
4273	|1,732914
4274	|1,741612
4275	|1,749141
4276	|1,716337
4277	|1,815893
4278	|1,741202
4279	|1,833083
4280	|1,77368
4281	|1,774495
4282	|1,783361
4283	|1,94785
4284	|1,766056
4285	|1,750242
4286	|1,781573
4287	|1,758926
4288	|1,723964
4289	|1,749609
4290	|1,749578
4291	|1,724859
4292	|1,707789
4293	|1,72467
4294	|1,782839
4295	|1,633183
4296	|1,725263
4297	|1,715767
4298	|1,757817
4299	|1,725153
4300	|1,69934
4301	|1,776492
4302	|1,747493
4303	|1,865561
4304	|1,667015
4305	|1,79031
4306	|1,7083
4307	|1,799727
4308	|1,806967
4309	|1,708053
4310	|1,634035
4311	|1,77384
4312	|1,767283
4313	|1,723578
4314	|1,76596
4315	|1,708746
4316	|1,732375
4317	|1,76557
4318	|1,684298
4319	|1,707683
4320	|1,774399
4321	|1,724858
4322	|1,841206
4323	|1,873599
4324	|1,773687
4325	|1,73314
4326	|1,808637
4327	|1,740035
4328	|1,699909
4329	|1,733326
4330	|1,691812
4331	|1,815597
4332	|1,707597
4333	|1,749945
4334	|1,774656
4335	|1,790265
4336	|1,757873
4337	|1,758407
4338	|1,715715
4339	|1,791344
4340	|1,732515
4341	|1,724696
4342	|1,766369
4343	|1,907456
4344	|1,749377
4345	|1,757795
4346	|1,749138
4347	|1,69142
4348	|1,791467
4349	|1,765538
4350	|1,766217
4351	|1,758335
4352	|1,84019
4353	|1,758406
4354	|1,732394
4355	|1,766093
4356	|1,717043
4357	|1,724452
4358	|1,748949
4359	|1,692309
4360	|1,765095
4361	|1,691727
4362	|1,700543
4363	|1,905912
4364	|1,658632
4365	|1,775252
4366	|1,715561
4367	|1,725107
4368	|1,765722
4369	|1,675436
4370	|1,674788
4371	|1,740514
4372	|1,807799
4373	|1,633897
4374	|1,798493
4375	|1,684039
4376	|1,757861
4377	|1,806433
4378	|1,676179
4379	|1,723791
4380	|1,830362
4381	|1,752263
4382	|1,8564
4383	|1,924613
4384	|1,72405
4385	|1,76647
4386	|1,824184
4387	|1,732521
4388	|1,708715
4389	|1,774266
4390	|1,724155
4391	|1,766824
4392	|1,748861
4393	|1,749452
4394	|1,81635
4395	|1,765714
4396	|1,807619
4397	|1,783423
4398	|1,806799
4399	|1,840818
4400	|1,716996
4401	|1,657691
4402	|1,78282
4403	|1,782638
4404	|1,774184
4405	|1,874002
4406	|1,791071
4407	|1,791439
4408	|1,815278
4409	|1,700424
4410	|1,674546
4411	|1,700116
4412	|1,748362
4413	|1,750213
4414	|1,825276
4415	|1,623951
4416	|1,699925
4417	|1,766571
4418	|1,741813
4419	|1,673831
4420	|1,675299
4421	|1,756635
4422	|1,750436
4423	|1,81594
4424	|1,724351
4425	|1,658406
4426	|1,741421
4427	|1,69108
4428	|1,75798
4429	|1,725005
4430	|1,666012
4431	|1,758035
4432	|1,799128
4433	|1,749475
4434	|1,799811
4435	|1,732304
4436	|1,750282
4437	|1,887772
4438	|1,7354
4439	|1,749263
4440	|1,808085
4441	|1,799248
4442	|1,749133
4443	|1,78242
4444	|1,758534
4445	|1,749024
4446	|1,799575
4447	|1,674582
4448	|1,724527
4449	|1,733613
4450	|1,757207
4451	|1,716375
4452	|1,791435
4453	|1,691106
4454	|1,855091
4455	|1,868123
4456	|1,691209
4457	|1,791066
4458	|1,840541
4459	|1,840794
4460	|1,832888
4461	|1,740663
4462	|1,716545
4463	|1,808023
4464	|1,790296
4465	|1,782992
4466	|1,716765
4467	|1,766567
4468	|1,798497
4469	|1,758074
4470	|1,757372
4471	|1,639651
4472	|1,735547
4473	|1,732595
4474	|1,757626
4475	|1,716571
4476	|1,732771
4477	|1,75855
4478	|1,715527
4479	|1,66662
4480	|1,608459
4481	|1,774388
4482	|1,699913
4483	|1,882539
4484	|1,715906
4485	|1,699896
4486	|1,699966
4487	|1,740923
4488	|1,649838
4489	|1,757903
4490	|1,691367
4491	|1,766231
4492	|1,750035
4493	|1,715688
4494	|1,733791
4495	|1,723688
4496	|1,815832
4497	|1,67624
4498	|1,756476
4499	|1,774706
4500	|1,725896
4501	|1,731481
4502	|2,064806
4503	|1,965554
4504	|1,724197
4505	|1,824551
4506	|1,724332
4507	|1,691336
4508	|1,733047
4509	|1,815742
4510	|1,791012
4511	|1,825205
4512	|1,806589
4513	|1,774548
4514	|1,799011
4515	|1,750089
4516	|1,674687
4517	|1,799458
4518	|1,733155
4519	|1,790537
4520	|1,831686
4521	|1,767241
4522	|2,479354
4523	|1,798687
4524	|1,875807
4525	|1,764276
4526	|1,782647
4527	|1,824982
4528	|1,923476
4529	|1,682761
4530	|1,625597
4531	|1,732418
4532	|1,741119
4533	|1,783355
4534	|1,699733
4535	|1,757696
4536	|1,70852
4537	|1,781715
4538	|1,692278
4539	|1,716012
4540	|1,774121
4541	|2,040418
4542	|2,005998
4543	|1,675406
4544	|1,789971
4545	|1,683739
4546	|1,76644
4547	|1,666073
4548	|1,700415
4549	|1,707315
4550	|1,724988
4551	|1,758238
4552	|1,789842
4553	|1,749797
4554	|1,708759
4555	|1,782129
4556	|1,782854
4557	|1,749843
4558	|1,749218
4559	|1,832798
4560	|1,724729
4561	|1,886233
4562	|1,952875
4563	|1,799397
4564	|1,939638
4565	|1,691387
4566	|1,717318
4567	|1,732026
4568	|1,766694
4569	|1,77366
4570	|1,691881
4571	|1,699925
4572	|1,798962
4573	|1,832535
4574	|1,791479
4575	|1,715764
4576	|1,775259
4577	|1,732044
4578	|1,757768
4579	|1,808107
4580	|1,749007
4581	|1,782715
4582	|1,7499
4583	|1,848593
4584	|1,758435
4585	|1,757178
4586	|1,766034
4587	|1,82236
4588	|1,718752
4589	|1,757419
4590	|1,790963
4591	|1,774269
4592	|1,791098
4593	|1,724487
4594	|1,700386
4595	|1,715978
4596	|1,799802
4597	|1,690778
4598	|1,766775
4599	|1,732765
4600	|1,724213
4601	|1,873326
4602	|1,758765
4603	|1,699832
4604	|1,715964
4605	|1,783167
4606	|1,798408
4607	|1,830853
4608	|1,792822
4609	|1,857845
4610	|1,749106
4611	|1,733027
4612	|1,76669
4613	|1,773856
4614	|1,815581
4615	|1,700787
4616	|1,740832
4617	|1,790545
4618	|1,733603
4619	|1,80704
4620	|1,782525
4621	|2,339309
4622	|1,831554
4623	|1,749556
4624	|1,882785
4625	|1,724796
4626	|1,807166
4627	|2,033039
4628	|1,739338
4629	|1,766535
4630	|1,691155
4631	|1,782724
4632	|1,816591
4633	|1,781831
4634	|1,774591
4635	|1,841743
4636	|1,731791
4637	|1,766834
4638	|1,691394
4639	|1,757205
4640	|1,750264
4641	|1,823676
4642	|1,724976
4643	|1,724082
4644	|1,782764
4645	|1,675402
4646	|1,815101
4647	|1,658513
4648	|1,716859
4649	|1,724056
4650	|1,766192
4651	|1,775536
4652	|1,740003
4653	|1,791193
4654	|1,774369
4655	|1,79087
4656	|1,692218
4657	|1,748648
4658	|1,724846
4659	|1,808086
4660	|1,732618
4661	|1,741523
4662	|1,658388
4663	|1,732399
4664	|1,832385
4665	|1,716959
4666	|1,840045
4667	|1,723066
4668	|1,759334
4669	|1,782857
4670	|1,683863
4671	|1,674171
4672	|1,76602
4673	|1,708718
4674	|1,740765
4675	|1,724937
4676	|1,707596
4677	|1,724653
4678	|1,807759
4679	|1,666954
4680	|1,72423
4681	|1,998596
4682	|1,807103
4683	|1,799398
4684	|1,772242
4685	|1,809248
4686	|1,750178
4687	|1,73324
4688	|1,75921
4689	|1,714508
4690	|1,782977
4691	|1,7161
4692	|1,749145
4693	|1,775109
4694	|1,773998
4695	|1,790907
4696	|1,80817
4697	|1,724243
4698	|1,782895
4699	|1,724123
4700	|1,658544
4701	|1,742626
4702	|1,723552
4703	|1,741226
4704	|1,782438
4705	|1,790568
4706	|1,741257
4707	|1,75026
4708	|1,682519
4709	|1,741622
4710	|1,840962
4711	|1,80704
4712	|1,691427
4713	|1,691853
4714	|1,733372
4715	|1,682443
4716	|1,724527
4717	|1,667356
4718	|1,757057
4719	|1,75779
4720	|1,793767
4721	|1,920965
4722	|1,716201
4723	|1,775176
4724	|1,732186
4725	|1,758354
4726	|1,683321
4727	|1,773714
4728	|1,857134
4729	|1,733812
4730	|1,741032
4731	|1,757555
4732	|1,700383
4733	|1,748665
4734	|1,75733
4735	|1,733816
4736	|1,815672
4737	|1,775035
4738	|1,748844
4739	|1,749868
4740	|1,724435
4741	|1,666667
4742	|1,750075
4743	|1,649404
4744	|1,716647
4745	|1,741115
4746	|1,749286
4747	|1,790844
4748	|1,70866
4749	|1,806983
4750	|1,724661
4751	|1,716898
4752	|1,748772
4753	|1,725354
4754	|1,824799
4755	|1,798162
4756	|1,749379
4757	|1,808316
4758	|1,740544
4759	|1,782614
4760	|1,957533
4761	|1,716028
4762	|1,783068
4763	|1,749042
4764	|1,841034
4765	|1,790498
4766	|1,77447
4767	|1,824722
4768	|1,774164
