GUID	|Time
1660	|1,799342
1661	|1,780576
1662	|1,726424
1663	|1,840814
1664	|1,890692
1665	|1,99313
1666	|2,011352
1667	|1,841342
1668	|1,864956
1669	|1,824021
1670	|1,88192
1671	|1,774346
1672	|1,799181
1673	|1,807569
1674	|1,799187
1675	|1,766114
1676	|1,790911
1677	|1,765943
1678	|1,832711
1679	|1,782258
1680	|1,898583
1681	|1,866219
1682	|1,922933
1683	|1,807379
1684	|1,990239
1685	|2,105929
1686	|1,890356
1687	|1,757681
1688	|1,732797
1689	|1,929036
1690	|1,802134
1691	|1,716139
1692	|1,748977
1693	|1,749964
1694	|1,81596
1695	|1,87373
1696	|1,741009
1697	|1,857186
1698	|1,749595
1699	|1,749889
1700	|1,765418
1701	|1,766063
1702	|1,724579
1703	|1,84057
1704	|2,471068
1705	|1,790259
1706	|1,808209
1707	|1,815773
1708	|1,857502
1709	|1,798841
1710	|1,815644
1711	|1,824419
1712	|1,816032
1713	|1,732206
1714	|1,741191
1715	|1,782634
1716	|1,840692
1717	|1,857163
1718	|1,824108
1719	|1,874115
1720	|1,84046
1721	|1,914957
1722	|1,929303
1723	|2,133722
1724	|1,924095
1725	|1,84021
1726	|1,815654
1727	|1,823895
1728	|1,840897
1729	|1,782531
1730	|1,81622
1731	|1,749402
1732	|1,724023
1733	|1,807006
1734	|1,807907
1735	|1,849332
1736	|1,873555
1737	|1,873727
1738	|1,885231
1739	|1,879263
1740	|1,848754
1741	|2,438974
1742	|2,038481
1743	|1,865976
1744	|1,84012
1745	|1,899011
1746	|1,889832
1747	|1,948849
1748	|1,799421
1749	|1,782557
1750	|1,732649
1751	|1,799532
1752	|1,782453
1753	|1,69138
1754	|1,837739
1755	|1,826573
1756	|1,807698
1757	|1,799094
1758	|1,815867
1759	|1,765958
1760	|2,004846
1761	|2,008256
1762	|1,757676
1763	|1,749517
1764	|1,790787
1765	|1,77426
1766	|1,76652
1767	|1,77383
1768	|1,824129
1769	|1,865573
1770	|1,882023
1771	|1,815895
1772	|1,791137
1773	|1,898243
1774	|1,824267
1775	|1,890393
1776	|1,865396
1777	|1,866059
1778	|1,931303
1779	|2,082916
1780	|2,054549
1781	|1,915346
1782	|1,849115
1783	|1,948283
1784	|1,816516
1785	|1,856529
1786	|1,898558
1787	|1,799318
1788	|1,749442
1789	|1,882101
1790	|1,832454
1791	|1,865606
1792	|1,848653
1793	|1,815863
1794	|1,832331
1795	|1,881612
1796	|1,907452
1797	|1,898976
1798	|1,906922
1799	|1,815649
1800	|1,932309
1801	|1,749678
1802	|1,79015
1803	|1,807648
1804	|1,840661
1805	|1,840473
1806	|1,865557
1807	|1,807599
1808	|1,882201
1809	|1,816941
1810	|1,797958
1811	|1,73271
1812	|1,774329
1813	|1,74948
1814	|1,76604
1815	|1,815753
1816	|1,832336
1817	|1,94769
1818	|2,015438
1819	|1,824275
1820	|1,799037
1821	|1,815715
1822	|1,774194
1823	|1,791087
1824	|1,774329
1825	|1,782726
1826	|1,815625
1827	|1,815811
1828	|1,798709
1829	|1,874647
1830	|1,857095
1831	|1,848917
1832	|1,840537
1833	|1,890374
1834	|1,799809
1835	|1,824116
1836	|2,068386
1837	|2,071163
1838	|1,821493
1839	|1,799158
1840	|1,873613
1841	|1,73306
1842	|1,799143
1843	|1,79584
1844	|1,83509
1845	|1,751043
1846	|1,792551
1847	|1,823884
1848	|1,946122
1849	|1,923416
1850	|1,890341
1851	|1,890285
1852	|1,915891
1853	|1,881496
1854	|1,882146
1855	|1,907088
1856	|1,923612
1857	|1,906802
1858	|1,8911
1859	|1,740545
1860	|1,840735
1861	|1,815753
1862	|1,873721
1863	|1,865123
1864	|1,907337
1865	|1,978898
1866	|1,894387
1867	|1,897554
1868	|1,87401
1869	|1,857623
1870	|1,840151
1871	|1,840773
1872	|1,815661
1873	|1,782586
1874	|1,832277
1875	|1,840742
1876	|1,783161
1877	|1,873376
1878	|1,832157
1879	|1,890654
1880	|1,765779
1881	|1,898701
1882	|1,948456
1883	|1,857394
1884	|1,882189
1885	|1,865747
1886	|1,831957
1887	|1,907608
1888	|1,889787
1889	|1,80744
1890	|1,790969
1891	|1,799031
1892	|1,931974
1893	|1,898841
1894	|1,940005
1895	|1,915477
1896	|1,964925
1897	|1,865993
1898	|1,890012
1899	|1,906962
1900	|2,086615
1901	|1,92667
1902	|1,848656
1903	|1,907057
1904	|1,882251
1905	|1,956872
1906	|1,923033
1907	|1,882483
1908	|1,956752
1909	|1,915197
1910	|1,923486
1911	|1,840874
1912	|1,906911
1913	|1,940346
1914	|1,931813
1915	|1,923569
1916	|1,85844
1917	|1,947153
1918	|1,923403
1919	|1,799481
1920	|1,74118
1921	|1,849205
1922	|1,832608
1923	|1,889871
1924	|1,832227
1925	|1,8824
1926	|1,890245
1927	|1,915991
1928	|1,873142
1929	|1,907145
1930	|2,296711
1931	|1,915319
1932	|1,904729
1933	|1,85999
1934	|1,981036
1935	|1,873887
1936	|1,832326
1937	|1,774619
1938	|1,856857
1939	|1,873824
1940	|1,849076
1941	|1,77421
1942	|1,791866
1943	|1,832214
1944	|1,864647
1945	|1,866067
1946	|1,865157
1947	|1,848725
1948	|2,21636
1949	|2,053785
1950	|1,923648
1951	|1,906959
1952	|1,973513
1953	|1,981732
1954	|1,915082
1955	|1,981656
1956	|1,948528
1957	|1,974008
1958	|1,997746
1959	|1,931682
1960	|1,956723
1961	|2,006742
1962	|1,981471
1963	|2,028666
1964	|1,868697
1965	|1,997784
1966	|1,923911
1967	|2,006191
1968	|1,931908
1969	|1,923653
1970	|1,989912
1971	|1,865686
1972	|1,89022
1973	|1,923736
1974	|1,956811
1975	|1,97313
1976	|1,957268
1977	|1,906628
1978	|1,989989
1979	|1,841336
1980	|1,749062
1981	|1,765566
1982	|1,8241
1983	|1,832458
1984	|1,815759
1985	|2,155858
1986	|1,832584
1987	|1,873739
1988	|1,832117
1989	|1,840619
1990	|1,807665
1991	|1,873794
1992	|1,965325
1993	|1,807202
1994	|1,776339
1995	|1,918703
1996	|1,843823
1997	|1,873294
1998	|1,832573
1999	|1,8488
2000	|1,815681
2001	|1,774296
2002	|1,757672
2003	|1,816517
2004	|2,130318
2005	|1,881981
2006	|1,783517
2007	|1,823254
2008	|1,865564
2009	|1,890393
2010	|1,823987
2011	|1,912887
2012	|1,834743
2013	|1,849135
2014	|1,866444
2015	|1,872872
2016	|1,765865
2017	|1,832751
2018	|1,865119
2019	|1,807571
2020	|1,840674
2021	|1,865499
2022	|2,139532
2023	|2,022839
2024	|1,882036
2025	|1,856749
2026	|1,891368
2027	|1,963386
2028	|1,883891
2029	|1,873252
2030	|1,899042
2031	|1,915005
2032	|1,981639
2033	|1,956046
2034	|1,965654
2035	|1,857553
2036	|1,785632
2037	|1,839999
2038	|1,847421
2039	|1,814609
2040	|1,788106
2041	|2,266142
2042	|1,691785
2043	|1,854625
2044	|1,776851
2045	|1,782575
2046	|1,766214
2047	|1,799054
2048	|1,757629
2049	|1,833103
2050	|1,707225
2051	|1,790942
2052	|1,765555
2053	|1,841065
2054	|1,741266
2055	|1,725262
2056	|1,782316
2057	|1,807179
2058	|1,798894
2059	|1,733014
2060	|1,901982
2061	|1,995455
2062	|1,798537
2063	|1,724704
2064	|1,807363
2065	|1,807357
2066	|1,849021
2067	|1,790897
2068	|1,840857
2069	|1,807194
2070	|1,873989
2071	|1,849072
2072	|1,782775
2073	|1,765667
2074	|1,840922
2075	|1,840345
2076	|1,799301
2077	|1,945765
2078	|1,835034
2079	|2,104716
2080	|1,974651
2081	|1,757618
2082	|1,874066
2083	|1,840507
2084	|1,865578
2085	|1,790806
2086	|1,8241
2087	|1,990232
2088	|1,890073
2089	|1,857281
2090	|1,808065
2091	|1,840447
2092	|1,898326
2093	|1,86497
2094	|1,783043
2095	|1,84126
2096	|1,798592
2097	|1,873834
2098	|1,824257
2099	|2,039627
2100	|1,848868
2101	|1,907803
2102	|1,798396
2103	|1,824081
2104	|1,782533
2105	|1,782682
2106	|1,824413
2107	|1,782132
2108	|1,815775
2109	|1,898863
2110	|1,899288
2111	|1,707248
2112	|1,79988
2113	|1,806763
2114	|1,832334
2115	|1,765989
2116	|1,815867
2117	|2,06625
2118	|2,063132
2119	|1,774064
2120	|1,807594
2121	|1,716131
2122	|1,807612
2123	|1,807921
2124	|1,757313
2125	|1,716158
2126	|1,873335
2127	|1,816181
2128	|1,865997
2129	|1,807033
2130	|1,832337
2131	|1,873981
2132	|1,815654
2133	|1,79136
2134	|1,81604
2135	|1,798637
2136	|1,832446
2137	|1,973081
2138	|1,774298
2139	|1,890816
2140	|1,865084
2141	|1,86563
2142	|1,857877
2143	|1,906303
2144	|1,874126
2145	|1,956416
2146	|1,824106
2147	|1,857776
2148	|1,856732
2149	|1,865659
2150	|1,814836
2151	|1,742073
2152	|1,799143
2153	|1,832324
2154	|1,84058
2155	|2,155136
2156	|1,940894
2157	|1,790869
2158	|1,866182
2159	|1,748705
2160	|1,799215
2161	|1,766066
2162	|1,782505
2163	|1,741167
2164	|1,791417
2165	|1,790802
2166	|1,774158
2167	|1,790116
2168	|1,758356
2169	|1,782942
2170	|1,840301
2171	|1,807357
2172	|1,799364
2173	|1,740952
2174	|1,774413
2175	|2,412302
2176	|1,758833
2177	|1,765566
2178	|1,716047
2179	|1,774336
2180	|1,799618
2181	|1,732379
2182	|1,799272
2183	|1,840753
2184	|1,848923
2185	|1,857374
2186	|1,895762
2187	|1,810094
2188	|1,82433
2189	|1,815544
2190	|1,699727
2191	|1,8326
2192	|1,782205
2193	|1,832621
2194	|1,874388
2195	|1,815119
2196	|1,890451
2197	|1,899112
2198	|1,923101
2199	|1,873996
2200	|1,848795
2201	|1,77428
2202	|1,929369
2203	|1,785132
2204	|1,774319
2205	|1,808051
2206	|1,840167
2207	|1,774273
2208	|1,857742
2209	|1,84025
2210	|1,906987
2211	|1,881967
2212	|1,840647
2213	|1,7913
2214	|1,790651
2215	|1,840396
2216	|1,824347
2217	|1,799415
2218	|1,790744
2219	|1,911821
2220	|1,711663
2221	|1,749068
2222	|1,790517
2223	|1,857475
2224	|1,807812
2225	|1,749041
2226	|1,700067
2227	|1,807465
2228	|1,732431
2229	|1,733384
2230	|1,782105
2231	|1,807578
2232	|1,774304
2233	|2,19724
2234	|1,79083
2235	|1,791224
2236	|1,806573
2237	|1,774777
2238	|1,783148
2239	|1,748972
2240	|1,716746
2241	|1,773889
2242	|1,890281
2243	|1,749472
2244	|1,873866
2245	|1,81571
2246	|1,857936
2247	|1,798336
2248	|1,799338
2249	|1,774533
2250	|1,840525
2251	|1,799165
2252	|2,04036
2253	|1,740456
2254	|1,841113
2255	|1,953559
2256	|1,752166
2257	|1,824777
2258	|1,847767
2259	|1,932359
2260	|1,840956
2261	|1,857008
2262	|1,807493
2263	|1,849498
2264	|1,806884
2265	|1,766143
2266	|1,749326
2267	|1,790832
2268	|1,80768
2269	|1,7658
2270	|1,815923
2271	|1,987213
2272	|1,851463
2273	|1,90714
2274	|1,848826
2275	|1,832558
2276	|1,857212
2277	|1,849182
2278	|1,790464
2279	|1,774567
2280	|1,815489
2281	|1,766023
2282	|1,766546
2283	|1,782016
2284	|1,791222
2285	|1,832391
2286	|1,816485
2287	|1,715331
2288	|1,81552
2289	|1,766062
2290	|1,986514
2291	|1,910428
2292	|1,758285
2293	|1,765533
2294	|1,790787
2295	|1,766131
2296	|1,766277
2297	|1,765609
2298	|1,815849
2299	|1,832377
2300	|1,691308
2301	|1,741237
2302	|1,782542
2303	|1,799081
2304	|1,757918
2305	|1,798377
2306	|1,750065
2307	|1,912069
2308	|1,835437
2309	|1,814207
2310	|1,955784
2311	|1,81045
2312	|1,815625
2313	|1,832719
2314	|1,72391
2315	|1,799515
2316	|1,832539
2317	|1,914782
2318	|1,782785
2319	|1,848316
2320	|1,932574
2321	|1,995657
2322	|1,85625
2323	|1,729388
2324	|1,843182
2325	|1,753672
2326	|1,807603
2327	|1,724393
2328	|1,783607
2329	|1,790064
2330	|1,857096
2331	|1,799166
2332	|1,874135
2333	|1,856994
2334	|1,932064
2335	|1,857584
2336	|1,815203
2337	|1,840802
2338	|1,865386
2339	|1,866205
2340	|1,88207
2341	|1,815117
2342	|1,782778
2343	|1,790689
2344	|1,824157
2345	|1,782711
2346	|1,937358
2347	|1,876566
2348	|1,833078
2349	|1,839904
2350	|1,815877
2351	|1,890588
2352	|1,807271
2353	|1,774469
2354	|1,791123
2355	|1,790491
2356	|1,833074
2357	|1,831595
2358	|1,757827
2359	|1,882114
2360	|1,823912
2361	|1,882233
2362	|1,937404
2363	|1,87656
2364	|1,791141
2365	|1,807842
2366	|1,757057
2367	|1,807801
2368	|1,831867
2369	|1,799452
2370	|1,799293
2371	|1,76526
2372	|1,832984
2373	|1,907278
2374	|1,865245
2375	|1,824213
2376	|1,915414
2377	|1,857016
2378	|1,907018
2379	|1,790801
2380	|1,807946
2381	|1,790571
2382	|1,799171
2383	|1,75763
2384	|1,799541
2385	|1,823856
2386	|2,079852
2387	|2,033055
2388	|1,790826
2389	|1,807103
2390	|1,898824
2391	|1,865445
2392	|1,906924
2393	|1,824104
2394	|1,815896
2395	|1,906793
2396	|1,824263
2397	|1,790907
2398	|1,807335
2399	|1,782927
2400	|1,798949
2401	|1,840469
2402	|1,81595
2403	|1,882061
2404	|1,915385
2405	|1,857263
2406	|1,865387
2407	|1,873939
2408	|1,799186
2409	|1,848796
2410	|1,741224
2411	|1,824279
2412	|1,757491
2413	|1,791198
2414	|1,774616
2415	|1,757124
2416	|1,857314
2417	|1,962177
2418	|1,818552
2419	|1,799736
2420	|1,806769
2421	|1,774609
2422	|1,790702
2423	|1,699631
2424	|1,815749
2425	|2,239303
2426	|1,848523
2427	|1,732926
2428	|1,815511
2429	|1,849039
2430	|1,874636
2431	|1,856449
2432	|1,857277
2433	|1,987098
2434	|1,860082
2435	|1,86552
2436	|1,882086
2437	|1,765916
2438	|1,79104
2439	|1,89805
2440	|1,816444
2441	|1,740924
2442	|1,732892
2443	|2,230534
2444	|1,973277
2445	|1,742094
2446	|1,748596
2447	|1,824023
2448	|1,89029
2449	|1,865567
2450	|1,832268
2451	|1,866416
2452	|1,856662
2453	|1,857203
2454	|1,807514
2455	|1,873524
2456	|1,807623
2457	|1,815904
2458	|1,748684
2459	|1,799786
2460	|1,840577
2461	|1,823954
2462	|2,088461
2463	|1,957985
2464	|1,832368
2465	|1,865577
2466	|1,832722
2467	|1,790365
2468	|1,799172
2469	|1,790884
2470	|1,840881
2471	|1,716209
2472	|1,758028
2473	|1,757413
2474	|1,848766
2475	|1,898899
2476	|1,815756
2477	|1,865775
2478	|1,923346
2479	|1,824078
2480	|1,765389
2481	|2,255983
2482	|2,039656
2483	|1,840994
2484	|1,807197
2485	|1,774662
2486	|1,746133
2487	|1,84343
2488	|1,773641
2489	|1,808281
2490	|1,790831
2491	|1,881974
2492	|1,849223
2493	|1,849186
2494	|1,856766
2495	|1,882614
2496	|1,865512
2497	|1,748879
2498	|1,765991
2499	|1,832216
2500	|2,069943
2501	|2,001461
2502	|1,757808
2503	|1,76601
2504	|1,77461
2505	|1,798858
2506	|1,774202
2507	|1,882598
2508	|1,85692
2509	|1,865568
2510	|1,923388
2511	|1,85738
2512	|1,865933
2513	|1,831849
2514	|1,882458
2515	|1,732907
2516	|1,77392
2517	|1,790654
2518	|1,774342
2519	|2,186891
2520	|1,975414
2521	|1,682148
2522	|1,841866
2523	|1,807227
2524	|1,790939
2525	|1,790015
2526	|1,814263
2527	|1,776548
2528	|1,807606
2529	|1,790942
2530	|1,807566
2531	|1,765945
2532	|1,774189
2533	|1,799181
2534	|1,807472
2535	|1,801541
2536	|1,846696
2537	|1,774129
2538	|1,757874
2539	|2,404716
2540	|1,815595
2541	|1,758206
2542	|1,806239
2543	|1,783293
2544	|1,782724
2545	|1,832221
2546	|1,791129
2547	|1,881967
2548	|1,840092
2549	|1,874418
2550	|1,815618
2551	|1,85747
2552	|1,857152
2553	|1,82453
2554	|1,732255
2555	|1,78268
2556	|1,807447
2557	|1,824035
2558	|2,437765
2559	|1,732833
2560	|1,766198
2561	|1,857228
2562	|1,840632
2563	|1,749376
2564	|1,907421
2565	|1,798671
2566	|1,882108
2567	|1,898613
2568	|1,849156
2569	|1,8076
2570	|1,807434
2571	|1,857108
2572	|1,799195
2573	|1,741034
2574	|1,816014
2575	|1,790668
2576	|1,782661
2577	|2,338208
2578	|1,749496
2579	|1,840645
2580	|1,832588
2581	|1,799324
2582	|1,740864
2583	|1,765842
2584	|1,766144
2585	|1,749503
2586	|1,732623
2587	|1,799507
2588	|1,773956
2589	|1,824683
2590	|1,757357
2591	|1,832144
2592	|1,741094
2593	|1,824199
2594	|1,724565
2595	|1,757089
2596	|1,750014
2597	|1,854324
2598	|1,777111
2599	|1,774905
2600	|1,815214
2601	|1,774252
2602	|1,832323
2603	|1,716365
2604	|1,757737
2605	|1,815707
2606	|1,790935
2607	|1,765959
2608	|1,799121
2609	|1,773791
2610	|1,908206
2611	|1,873213
2612	|1,873958
2613	|1,832163
2614	|1,970684
2615	|2,227494
2616	|2,045618
2617	|1,890036
2618	|1,840862
2619	|1,923605
2620	|1,87393
2621	|1,832098
2622	|1,774438
2623	|1,799345
2624	|1,832258
2625	|1,741011
2626	|1,749543
2627	|1,857355
2628	|1,815533
2629	|1,824031
2630	|1,845656
2631	|1,885986
2632	|1,840173
2633	|1,873811
2634	|1,799215
2635	|1,98211
2636	|1,757292
2637	|1,824132
2638	|1,682973
2639	|1,757651
2640	|1,741267
2641	|1,832672
2642	|1,773884
2643	|1,765959
2644	|1,840649
2645	|1,766186
2646	|1,782451
2647	|1,748834
2648	|1,741918
2649	|1,740864
2650	|1,79923
2651	|1,791021
2652	|1,783686
2653	|1,789599
2654	|1,832713
2655	|1,74999
2656	|1,748574
2657	|1,749441
2658	|1,774464
2659	|1,815549
2660	|1,757743
2661	|1,774456
2662	|1,715324
2663	|1,85008
2664	|1,774011
2665	|1,76605
2666	|1,708391
2667	|1,823622
2668	|1,807492
2669	|1,757774
2670	|1,90675
2671	|1,815795
2672	|1,882101
2673	|2,460613
2674	|1,951127
2675	|1,831645
2676	|1,799336
2677	|1,784125
2678	|1,814253
2679	|1,750765
2680	|1,823279
2681	|1,840359
2682	|1,798846
2683	|1,790984
2684	|1,750111
2685	|1,823413
2686	|1,790736
2687	|1,816053
2688	|1,857303
2689	|1,840429
2690	|1,882073
2691	|1,832885
2692	|2,167361
2693	|2,077741
2694	|1,873971
2695	|1,773834
2696	|1,832418
2697	|1,774167
2698	|1,766165
2699	|1,807323
2700	|1,733209
2701	|1,724294
2702	|1,74562
2703	|1,775352
2704	|1,768707
2705	|1,79918
2706	|1,757786
2707	|1,774174
2708	|1,790228
2709	|1,759077
2710	|1,732543
2711	|1,865128
2712	|2,371491
2713	|1,741659
2714	|1,740751
2715	|1,765812
2716	|1,831704
2717	|1,833158
2718	|1,799103
2719	|1,857141
2720	|1,807439
2721	|1,791041
2722	|1,713783
2723	|1,798115
2724	|1,769549
2725	|1,840602
2726	|1,858888
2727	|1,869871
2728	|1,834693
2729	|1,848863
2730	|1,848963
2731	|2,255398
2732	|1,882429
2733	|1,857023
2734	|1,88192
2735	|1,823501
2736	|1,80886
2737	|1,798346
2738	|1,807981
2739	|1,790506
2740	|1,757701
2741	|1,77415
2742	|1,832511
2743	|1,791655
2744	|1,856668
2745	|1,840431
2746	|1,922486
2747	|1,891546
2748	|1,77418
2749	|1,790903
2750	|2,263635
2751	|1,923723
2752	|1,78259
2753	|1,823979
2754	|1,856698
2755	|1,799793
2756	|1,766034
2757	|1,741055
2758	|1,757822
2759	|1,898005
2760	|1,79975
2761	|1,791171
2762	|1,790627
2763	|1,774417
2764	|1,798996
2765	|1,782651
2766	|1,68321
2767	|1,673697
2768	|1,80066
2769	|1,823667
2770	|1,732909
2771	|1,735802
2772	|1,723786
2773	|1,780157
2774	|1,840102
2775	|1,635266
2776	|1,845447
2777	|1,784656
2778	|1,8573
2779	|1,816279
2780	|1,782188
2781	|1,807364
2782	|1,840646
2783	|1,76615
2784	|1,757886
2785	|1,741036
2786	|1,799117
2787	|1,782519
2788	|1,749577
2789	|2,313254
2790	|1,84141
2791	|1,856684
2792	|1,833223
2793	|1,764487
2794	|1,849469
2795	|1,841098
2796	|1,831307
2797	|1,774878
2798	|1,815865
2799	|1,873775
2800	|1,873764
2801	|1,824728
2802	|1,740586
2803	|1,807261
2804	|1,816331
2805	|1,865094
2806	|1,832279
2807	|1,882138
2808	|2,43778
2809	|1,987293
2810	|1,793569
2811	|1,849021
2812	|1,798913
2813	|1,968267
2814	|1,738464
2815	|1,732388
2816	|1,766061
2817	|1,857314
2818	|1,757827
2819	|1,757653
2820	|1,724369
2821	|1,807769
2822	|1,848704
2823	|1,70848
2824	|1,741199
2825	|1,815247
2826	|1,815871
2827	|2,16395
2828	|1,80754
2829	|1,732975
2830	|1,724911
2831	|1,790812
2832	|1,741199
2833	|1,740892
2834	|1,840367
2835	|1,832439
2836	|1,774626
2837	|1,674227
2838	|1,791105
2839	|1,741067
2840	|1,77425
2841	|1,716332
2842	|1,757734
2843	|1,823607
2844	|1,882673
2845	|1,937326
2846	|1,903556
2847	|2,071745
2848	|1,831286
2849	|1,774381
2850	|1,840632
2851	|1,873855
2852	|1,815785
2853	|1,874295
2854	|1,740691
2855	|1,799159
2856	|1,799157
2857	|1,840772
2858	|1,81565
2859	|1,841076
2860	|1,823672
2861	|1,873899
2862	|1,790646
2863	|1,790916
2864	|1,808115
2865	|2,11373
2866	|1,981691
2867	|1,782811
2868	|1,740708
2869	|1,799039
2870	|1,798568
2871	|1,808176
2872	|1,775566
2873	|1,889374
2874	|1,874704
2875	|1,872692
2876	|1,824196
2877	|1,749278
2878	|1,816217
2879	|1,840327
2880	|1,840331
2881	|1,749086
2882	|1,767192
2883	|1,823458
2884	|1,824236
2885	|2,006425
2886	|1,865452
2887	|1,832433
2888	|1,915599
2889	|1,831319
2890	|1,874273
2891	|1,75795
2892	|1,774243
2893	|1,798584
2894	|1,750288
2895	|1,749385
2896	|1,766392
2897	|1,848316
2898	|1,766135
2899	|1,790861
2900	|1,854447
2901	|1,851826
2902	|1,76574
2903	|1,815339
2904	|2,363743
2905	|1,874235
2906	|1,807505
2907	|1,790516
2908	|1,782464
2909	|1,774441
2910	|1,807402
2911	|1,773766
2912	|1,841204
2913	|1,857219
2914	|1,800218
2915	|1,69872
2916	|1,862712
2917	|1,83587
2918	|1,798386
2919	|1,8656
2920	|1,815818
2921	|1,890251
2922	|1,749971
2923	|2,379427
2924	|1,882193
2925	|1,716334
2926	|1,790578
2927	|1,79959
2928	|1,865163
2929	|1,86548
2930	|1,857652
2931	|1,848579
2932	|1,882115
2933	|1,890417
2934	|1,873786
2935	|1,799107
2936	|1,849143
2937	|1,807489
2938	|1,758116
2939	|1,765501
2940	|1,850474
2941	|1,822904
2942	|2,503793
2943	|1,78243
2944	|1,76617
2945	|1,848818
2946	|1,799218
2947	|1,865553
2948	|1,873831
2949	|1,873687
2950	|1,799396
2951	|1,838022
2952	|1,776822
2953	|1,82415
2954	|1,840646
2955	|1,799079
2956	|1,782591
2957	|1,907013
2958	|1,857327
2959	|1,857205
2960	|1,815685
2961	|2,131099
2962	|1,939908
2963	|1,8575
2964	|1,857207
2965	|1,890401
2966	|1,899508
2967	|1,889527
2968	|1,865507
2969	|1,840643
2970	|1,891458
2971	|1,814845
2972	|1,832391
2973	|1,757508
2974	|1,815927
2975	|1,799042
2976	|1,85727
2977	|1,81582
2978	|1,790979
2979	|2,103886
2980	|2,133098
2981	|1,832687
2982	|1,856957
2983	|1,890231
2984	|1,956493
2985	|1,874267
2986	|1,964948
2987	|1,956893
2988	|1,915309
2989	|1,973907
2990	|1,856624
2991	|1,766244
2992	|1,798991
2993	|1,857184
2994	|1,782714
2995	|1,774307
2996	|1,799099
2997	|1,890444
2998	|1,98159
2999	|1,824146
3000	|1,815029
3001	|1,891176
3002	|1,987102
3003	|1,810395
3004	|1,857023
3005	|1,906937
3006	|1,924777
3007	|1,839501
3008	|1,890071
3009	|1,857599
3010	|1,866037
3011	|1,873491
3012	|1,86571
3013	|1,79882
3014	|1,857368
3015	|1,873814
3016	|1,881994
3017	|2,097802
3018	|1,882164
3019	|1,857258
3020	|1,791488
3021	|1,945113
3022	|1,930188
3023	|1,911361
3024	|1,948583
3025	|1,807431
3026	|1,899145
3027	|1,890395
3028	|1,865168
3029	|1,90686
3030	|1,791107
3031	|1,848859
3032	|1,783092
3033	|1,816825
3034	|1,78102
3035	|2,018782
3036	|1,986065
3037	|1,91243
3038	|1,768874
3039	|1,86586
3040	|1,856804
3041	|1,931894
3042	|1,848916
3043	|1,832495
3044	|1,857654
3045	|1,873412
3046	|1,832258
3047	|1,790934
3048	|1,774231
3049	|1,761792
3050	|1,836573
3051	|1,758227
3052	|1,681098
3053	|1,709035
3054	|2,119604
3055	|2,051426
3056	|1,899188
3057	|1,815434
3058	|1,87366
3059	|1,832373
3060	|1,840689
3061	|1,774279
3062	|1,80756
3063	|1,807648
3064	|1,857203
3065	|1,782549
3066	|1,824024
3067	|1,857671
3068	|1,923215
3069	|1,80726
3070	|1,907758
3071	|1,889779
3072	|1,956653
3073	|1,898932
3074	|1,882001
3075	|1,965497
3076	|1,881659
3077	|1,882115
3078	|1,841235
3079	|1,823936
3080	|1,815353
3081	|1,881683
3082	|1,832755
3083	|1,815893
3084	|1,832541
3085	|1,91516
3086	|1,841021
3087	|1,898171
3088	|1,857224
3089	|1,948236
3090	|1,865733
3091	|2,004364
3092	|2,108425
3093	|1,857142
3094	|1,924195
3095	|1,840021
3096	|1,874249
3097	|1,88137
3098	|1,865955
3099	|1,898627
3100	|1,890428
3101	|1,840672
3102	|1,924161
3103	|1,856655
3104	|1,790968
3105	|1,849112
3106	|1,798921
3107	|1,92197
3108	|1,817891
3109	|1,790368
3110	|2,369979
3111	|2,032947
3112	|1,824413
3113	|1,782273
3114	|1,865651
3115	|1,906905
3116	|1,823958
3117	|1,815845
3118	|1,882828
3119	|1,889714
3120	|1,882131
3121	|1,807737
3122	|1,832063
3123	|1,905434
3124	|1,792645
3125	|1,816044
3126	|1,765813
3127	|1,823942
3128	|1,873711
3129	|1,857377
3130	|1,899449
3131	|1,88176
3132	|1,865182
3133	|1,873754
3134	|1,78255
3135	|1,751323
3136	|1,780687
3137	|1,857899
3138	|1,782026
3139	|1,7577
3140	|1,91587
3141	|1,856631
3142	|1,923924
3143	|1,823734
3144	|1,923451
3145	|1,90721
3146	|1,931771
3147	|1,771558
3148	|1,918183
3149	|1,939996
3150	|1,940358
3151	|1,890196
3152	|1,989935
3153	|1,857436
3154	|1,956603
3155	|1,898668
3156	|1,832588
3157	|1,865253
3158	|1,939087
3159	|1,89167
3160	|1,724975
3161	|1,865111
3162	|1,76586
3163	|1,857297
3164	|1,856866
3165	|1,807944
3166	|1,857117
3167	|2,605231
3168	|1,805923
3169	|1,849835
3170	|1,839924
3171	|1,898555
3172	|1,898273
3173	|1,882522
3174	|1,854484
3175	|1,885012
3176	|1,865451
3177	|1,858038
3178	|1,814989
3179	|1,923112
3180	|1,898737
3181	|1,857552
3182	|1,758005
3183	|1,765926
3184	|1,865585
3185	|2,117802
3186	|1,986353
3187	|1,799776
3188	|1,848499
3189	|1,865344
3190	|1,921444
3191	|1,817975
3192	|1,799597
3193	|1,849081
3194	|1,840049
3195	|1,783358
3196	|1,873297
3197	|1,782455
3198	|1,8325
3199	|1,848783
3200	|1,841273
3201	|1,873443
3202	|1,923877
3203	|1,848576
3204	|1,865703
3205	|1,881828
3206	|1,873823
3207	|1,931842
3208	|1,824153
3209	|1,923676
3210	|1,873702
3211	|1,89863
3212	|1,915976
3213	|1,865354
