GUID	|Time
3214	|1,889903
3215	|1,940253
3216	|1,898674
3217	|1,9154
3218	|1,840582
3219	|1,873845
3220	|1,807607
3221	|1,8736
3222	|1,73281
3223	|1,782661
3224	|1,849364
3225	|1,887403
3226	|1,785165
3227	|1,757786
3228	|1,807533
3229	|1,840454
3230	|1,699776
3231	|1,741059
3232	|1,782595
3233	|1,81578
3234	|1,866188
3235	|1,773642
3236	|1,865488
3237	|1,831875
3238	|1,857759
3239	|1,757879
3240	|1,659886
3241	|1,772485
3242	|2,043197
3243	|1,903632
3244	|1,765876
3245	|1,888228
3246	|1,809692
3247	|1,832286
3248	|1,774249
3249	|1,849003
3250	|1,841038
3251	|1,823769
3252	|1,707902
3253	|1,783628
3254	|1,798149
3255	|1,799621
3256	|1,815563
3257	|1,807204
3258	|1,873718
3259	|1,857413
3260	|1,898586
3261	|1,824308
3262	|1,948288
3263	|1,857291
3264	|1,832993
3265	|1,815289
3266	|1,774109
3267	|1,816455
3268	|1,79015
3269	|1,799291
3270	|1,799111
3271	|1,799279
3272	|1,908131
3273	|1,914106
3274	|1,840623
3275	|1,873923
3276	|1,873694
3277	|1,840619
3278	|1,857809
3279	|1,740624
3280	|1,82402
3281	|2,15586
3282	|1,873919
3283	|1,791055
3284	|1,815594
3285	|1,790897
3286	|1,849115
3287	|1,774595
3288	|1,815226
3289	|1,823619
3290	|1,857902
3291	|1,840908
3292	|1,757805
3293	|1,76546
3294	|1,791319
3295	|1,807025
3296	|1,69978
3297	|1,782549
3298	|1,799319
3299	|1,808961
3300	|1,822888
3301	|1,81537
3302	|1,782488
3303	|1,865559
3304	|1,757729
3305	|1,758341
3306	|1,765364
3307	|1,741148
3308	|1,808127
3309	|1,840021
3310	|1,807548
3311	|1,832461
3312	|1,873619
3313	|1,898739
3314	|1,873402
3315	|1,799601
3316	|1,807746
3317	|1,84878
3318	|1,782597
3319	|1,802424
3320	|1,97007
3321	|1,807555
3322	|1,970749
3323	|1,75202
3324	|1,849571
3325	|1,815118
3326	|1,882172
3327	|1,840972
3328	|1,857301
3329	|1,832001
3330	|1,840701
3331	|1,782662
3332	|1,824107
3333	|1,782486
3334	|1,791213
3335	|1,815444
3336	|1,790817
3337	|1,873758
3338	|1,937628
3339	|2,058968
3340	|1,799746
3341	|1,815228
3342	|1,907058
3343	|1,840618
3344	|1,88143
3345	|1,774897
3346	|1,791097
3347	|1,856343
3348	|1,81654
3349	|1,79925
3350	|1,790698
3351	|1,841084
3352	|1,832076
3353	|1,848791
3354	|1,807501
3355	|1,91537
3356	|1,832318
3357	|1,972649
3358	|1,965756
3359	|1,857216
3360	|1,799381
3361	|1,832569
3362	|1,74121
3363	|1,766134
3364	|1,724389
3365	|1,75743
3366	|1,782375
3367	|1,807646
3368	|1,857551
3369	|1,856944
3370	|1,832329
3371	|1,832414
3372	|1,766307
3373	|1,790487
3374	|1,962424
3375	|1,810082
3376	|2,244562
3377	|2,000627
3378	|1,824154
3379	|1,832495
3380	|1,733145
3381	|1,765545
3382	|1,849525
3383	|1,865112
3384	|1,783068
3385	|1,789903
3386	|1,849395
3387	|1,83243
3388	|1,848855
3389	|1,815632
3390	|1,921076
3391	|1,827222
3392	|1,798735
3393	|1,85772
3394	|1,748864
3395	|2,231421
3396	|2,054764
3397	|1,816877
3398	|1,823494
3399	|1,857155
3400	|1,815921
3401	|1,889706
3402	|1,680969
3403	|1,770596
3404	|1,879555
3405	|1,849623
3406	|1,937536
3407	|1,801767
3408	|1,799231
3409	|1,833033
3410	|1,781877
3411	|1,749418
3412	|1,678365
3413	|1,668965
3414	|1,791308
3415	|2,06632
3416	|1,81587
3417	|1,832783
3418	|1,840419
3419	|1,815634
3420	|1,705454
3421	|1,679995
3422	|1,741384
3423	|1,786224
3424	|1,82575
3425	|1,774323
3426	|1,791478
3427	|1,798605
3428	|1,766446
3429	|1,748891
3430	|1,757872
3431	|1,815699
3432	|1,807433
3433	|1,782584
3434	|1,832758
3435	|1,873932
3436	|1,898124
3437	|1,898799
3438	|1,774355
3439	|1,840777
3440	|1,848802
3441	|1,83246
3442	|1,865585
3443	|1,824306
3444	|1,757283
3445	|1,840825
3446	|1,818841
3447	|1,804358
3448	|1,873744
3449	|1,907057
3450	|1,849098
3451	|1,865341
3452	|1,840652
3453	|1,874111
3454	|1,848692
3455	|1,802702
3456	|1,912714
3457	|1,86464
3458	|1,824413
3459	|1,83196
3460	|1,84916
3461	|1,782606
3462	|1,840409
3463	|1,832422
3464	|1,882228
3465	|1,881969
3466	|1,88255
3467	|1,882345
3468	|1,840119
3469	|1,791037
3470	|1,782403
3471	|1,799153
3472	|1,799474
3473	|1,740322
3474	|1,766524
3475	|1,990474
3476	|1,815327
3477	|1,832392
3478	|1,857675
3479	|1,889966
3480	|1,857394
3481	|1,815562
3482	|1,807364
3483	|1,824591
3484	|1,815562
3485	|1,865496
3486	|1,757679
3487	|1,807536
3488	|1,840522
3489	|1,874653
3490	|1,781836
3491	|1,946037
3492	|1,983939
3493	|1,865792
3494	|1,898492
3495	|1,923667
3496	|1,815796
3497	|1,840549
3498	|1,832348
3499	|1,757856
3500	|1,865587
3501	|1,82383
3502	|1,841862
3503	|1,731659
3504	|1,815862
3505	|1,807497
3506	|1,890469
3507	|1,845994
3508	|1,884974
3509	|1,873763
3510	|1,87401
3511	|2,006391
3512	|1,840847
3513	|1,849316
3514	|1,815262
3515	|1,898701
3516	|1,907023
3517	|1,815643
3518	|1,79126
3519	|1,823158
3520	|1,899358
3521	|1,816131
3522	|1,823668
3523	|1,898836
3524	|1,874243
3525	|1,889916
3526	|1,849124
3527	|1,832742
3528	|1,898243
3529	|1,840639
3530	|1,824022
3531	|1,791414
3532	|1,798869
3533	|1,865204
3534	|1,699847
3535	|1,848765
3536	|1,807679
3537	|1,890507
3538	|1,865713
3539	|1,848744
3540	|1,857123
3541	|1,840631
3542	|1,84883
3543	|1,757764
3544	|1,790899
3545	|1,832299
3546	|1,848965
3547	|1,757675
3548	|1,876964
3549	|1,978457
3550	|1,873989
3551	|1,840652
3552	|1,84882
3553	|1,840742
3554	|1,93175
3555	|1,857399
3556	|1,840757
3557	|1,782393
3558	|1,807696
3559	|1,815743
3560	|1,757593
3561	|1,716351
3562	|1,832298
3563	|1,791459
3564	|1,873267
3565	|1,807873
3566	|1,823552
3567	|2,049234
3568	|2,023455
3569	|1,897197
3570	|1,824061
3571	|1,90686
3572	|1,840733
3573	|1,865994
3574	|1,831777
3575	|1,865765
3576	|1,791237
3577	|1,823476
3578	|1,7248
3579	|1,782316
3580	|1,799462
3581	|1,890405
3582	|1,848898
3583	|1,8656
3584	|1,912473
3585	|1,810527
3586	|1,840405
3587	|1,832699
3588	|1,782118
3589	|1,775255
3590	|1,798094
3591	|1,724691
3592	|1,790988
3593	|1,798398
3594	|1,841831
3595	|1,848648
3596	|1,815549
3597	|1,758927
3598	|1,831075
3599	|1,808079
3600	|1,766034
3601	|1,699116
3602	|1,832553
3603	|1,840509
3604	|1,848808
3605	|1,816323
3606	|2,271488
3607	|1,840629
3608	|1,849097
3609	|1,857008
3610	|1,815808
3611	|1,865962
3612	|1,856178
3613	|1,816404
3614	|1,815859
3615	|1,782831
3616	|1,81555
3617	|1,953936
3618	|1,72723
3619	|1,791031
3620	|1,923458
3621	|1,981605
3622	|1,823994
3623	|1,840886
3624	|2,316897
3625	|2,036086
3626	|1,783286
3627	|1,856713
3628	|1,798985
3629	|1,907184
3630	|1,866545
3631	|1,856988
3632	|1,823305
3633	|1,804557
3634	|1,818988
3635	|1,774036
3636	|1,733198
3637	|1,732576
3638	|1,832283
3639	|1,848175
3640	|1,766591
3641	|1,815776
3642	|1,824144
3643	|2,333446
3644	|2,020024
3645	|1,765612
3646	|1,890862
3647	|1,806953
3648	|1,716301
3649	|1,752155
3650	|1,738487
3651	|1,790871
3652	|1,782826
3653	|1,732437
3654	|1,774462
3655	|1,857285
3656	|1,857101
3657	|1,741251
3658	|1,741419
3659	|1,790337
3660	|1,824199
3661	|1,757611
3662	|1,683205
3663	|2,454788
3664	|1,765498
3665	|1,799372
3666	|1,77408
3667	|1,857296
3668	|1,907002
3669	|1,775339
3670	|1,872677
3671	|1,824208
3672	|1,83218
3673	|1,857389
3674	|1,857181
3675	|1,824145
3676	|1,799283
3677	|1,81557
3678	|1,857254
3679	|1,766103
3680	|1,849379
3681	|1,856733
3682	|2,180944
3683	|1,790769
3684	|1,824289
3685	|1,937337
3686	|1,893437
3687	|1,856843
3688	|1,857247
3689	|1,850454
3690	|1,889493
3691	|1,815634
3692	|1,856797
3693	|1,807387
3694	|1,791029
3695	|1,807488
3696	|1,824108
3697	|1,79916
3698	|1,865545
3699	|1,806722
3700	|2,312439
3701	|1,966494
3702	|1,65296
3703	|1,829564
3704	|2,028518
3705	|1,810204
3706	|1,708107
3707	|1,749215
3708	|1,757745
3709	|1,815739
3710	|1,724669
3711	|1,757731
3712	|1,766137
3713	|1,873612
3714	|1,782757
3715	|1,791353
3716	|1,831678
3717	|1,758383
3718	|1,790408
3719	|1,732822
3720	|1,824039
3721	|1,816309
3722	|1,799525
3723	|1,789811
3724	|1,807518
3725	|1,84098
3726	|1,906651
3727	|1,799243
3728	|1,824118
3729	|1,774224
3730	|1,849003
3731	|1,79912
3732	|1,707848
3733	|1,799375
3734	|1,807383
3735	|1,857261
3736	|1,82417
3737	|1,832466
3738	|1,881949
3739	|1,84901
3740	|1,945631
3741	|1,793652
3742	|1,848968
3743	|1,83184
3744	|1,874562
3745	|1,823729
3746	|1,749549
3747	|1,799203
3748	|1,873742
3749	|1,848942
3750	|1,832894
3751	|1,914752
3752	|1,873853
3753	|1,849387
3754	|1,773814
3755	|1,832561
3756	|1,871391
3757	|1,917667
3758	|1,749382
3759	|1,765993
3760	|1,732742
3761	|1,766248
3762	|1,815619
3763	|1,757828
3764	|1,798872
3765	|1,815471
3766	|1,800481
3767	|1,764904
3768	|1,741153
3769	|1,741152
3770	|1,7745
3771	|1,745942
3772	|1,743885
3773	|1,912947
3774	|1,818998
3775	|1,798865
3776	|1,765884
3777	|1,732856
3778	|2,429478
3779	|1,848958
3780	|1,73303
3781	|1,724492
3782	|1,782562
3783	|1,766025
3784	|1,824189
3785	|1,749818
3786	|1,815442
3787	|1,83263
3788	|1,815206
3789	|1,825092
3790	|1,789915
3791	|1,808031
3792	|1,773667
3793	|1,873963
3794	|1,749512
3795	|1,799742
3796	|1,815096
3797	|1,832392
3798	|1,823929
3799	|1,815868
3800	|1,838418
3801	|1,909701
3802	|1,856898
3803	|1,807364
3804	|1,823414
3805	|1,841404
3806	|1,824847
3807	|1,823088
3808	|1,757783
3809	|1,970686
3810	|1,826653
3811	|1,840663
3812	|1,80746
3813	|1,857483
3814	|1,940139
3815	|1,931788
3816	|1,841051
3817	|1,782494
3818	|1,865216
3819	|1,84055
3820	|1,791584
3821	|1,765458
3822	|1,782571
3823	|1,765939
3824	|1,824252
3825	|1,757607
3826	|1,857249
3827	|1,815979
3828	|1,890208
3829	|1,7577
3830	|1,7412
3831	|1,784838
3832	|1,780369
3833	|1,732708
3834	|1,724695
3835	|1,75922
3836	|2,121114
3837	|1,807415
3838	|1,799238
3839	|1,840795
3840	|1,815495
3841	|1,807578
3842	|1,749525
3843	|1,78251
3844	|1,732749
3845	|1,869854
3846	|1,836474
3847	|1,815678
3848	|1,865903
3849	|1,815671
3850	|1,939909
3851	|1,88211
3852	|1,840686
3853	|1,906967
3854	|1,857727
3855	|1,973001
3856	|1,740405
3857	|1,758463
3858	|1,774176
3859	|1,774353
3860	|1,757881
3861	|1,928935
3862	|1,868091
3863	|1,849198
3864	|1,84935
3865	|1,865114
3866	|1,857343
3867	|1,964336
3868	|1,882794
3869	|1,832742
3870	|1,823572
3871	|1,757733
3872	|1,891134
3873	|1,765328
3874	|2,130992
3875	|1,749368
3876	|1,799342
3877	|1,807274
3878	|1,724566
3879	|1,790855
3880	|1,865916
3881	|1,889954
3882	|1,784002
3883	|1,723819
3884	|1,765511
3885	|1,815791
3886	|1,757582
3887	|1,757798
3888	|1,766006
3889	|1,823924
3890	|1,807609
3891	|1,815741
3892	|1,732709
3893	|1,83249
3894	|1,799273
3895	|1,741323
3896	|1,749084
3897	|1,987182
3898	|1,735435
3899	|1,824097
3900	|1,766469
3901	|1,790678
3902	|1,840494
3903	|1,832289
3904	|1,83245
3905	|1,824432
3906	|1,774182
3907	|1,798956
3908	|1,923564
3909	|1,782574
3910	|1,807427
3911	|1,832321
3912	|2,093791
3913	|1,944374
3914	|1,765728
3915	|1,757967
3916	|1,873951
3917	|1,906648
3918	|1,832919
3919	|1,848475
3920	|1,840768
3921	|1,815576
3922	|1,766103
3923	|1,7412
3924	|1,807587
3925	|1,806703
3926	|1,816447
3927	|1,832521
3928	|1,840386
3929	|1,931706
3930	|1,857482
3931	|2,05033
3932	|1,980076
3933	|1,889426
3934	|1,865686
3935	|1,832877
3936	|1,815153
3937	|1,815788
3938	|1,807568
3939	|1,807558
3940	|1,773965
3941	|1,757309
3942	|1,775016
3943	|1,865871
3944	|1,773229
3945	|1,849646
3946	|1,873675
3947	|1,898834
3948	|1,848808
3949	|1,781073
3950	|2,175612
3951	|1,8906
3952	|1,829946
3953	|1,766898
3954	|1,791288
3955	|1,781832
3956	|1,832368
3957	|1,708082
3958	|1,832114
3959	|1,758011
3960	|1,882003
3961	|1,807537
3962	|1,783427
3963	|1,781598
3964	|1,833098
3965	|1,798685
3966	|1,881844
3967	|1,749653
3968	|1,882454
3969	|1,807116
3970	|2,114296
3971	|1,711689
3972	|1,862033
3973	|1,840411
3974	|2,023619
3975	|1,815739
3976	|1,831871
3977	|1,931724
3978	|1,865642
3979	|1,915333
3980	|1,85763
3981	|1,857324
3982	|1,865258
3983	|1,807332
3984	|1,857262
3985	|1,782544
3986	|1,790954
3987	|1,849231
3988	|2,124269
3989	|1,971544
3990	|1,80722
3991	|1,882322
3992	|1,823907
3993	|1,840638
3994	|1,865403
3995	|1,882489
3996	|1,857038
3997	|1,840462
3998	|1,882215
3999	|1,841089
4000	|1,881742
4001	|1,781912
4002	|1,816307
4003	|1,749494
4004	|1,807358
4005	|1,85727
4006	|1,887606
4007	|1,85043
4008	|2,024555
4009	|1,8655
4010	|1,807902
4011	|1,765555
4012	|1,890287
4013	|1,832458
4014	|1,807843
4015	|1,798876
4016	|1,807589
4017	|1,824452
4018	|1,790625
4019	|1,774598
4020	|1,790105
4021	|1,840776
4022	|1,94845
4023	|1,848815
4024	|1,857146
4025	|1,8742
4026	|1,848188
4027	|2,106805
4028	|1,782875
4029	|1,815328
4030	|1,790793
4031	|1,939709
4032	|1,72495
4033	|1,774452
4034	|1,840088
4035	|1,849554
4036	|1,8074
4037	|1,865695
4038	|1,849067
4039	|1,915584
4040	|1,806972
4041	|1,832347
4042	|1,807334
4043	|1,832412
4044	|1,923786
4045	|1,931965
4046	|2,039727
4047	|1,765641
4048	|1,79933
4049	|1,832426
4050	|1,749195
4051	|1,865993
4052	|1,865204
4053	|1,848977
4054	|1,882089
4055	|1,857331
4056	|1,848991
4057	|1,824027
4058	|1,790708
4059	|1,741209
4060	|1,796253
4061	|1,942886
4062	|1,882443
4063	|1,807453
4064	|1,815786
4065	|2,006387
4066	|1,873576
4067	|1,791307
4068	|1,815716
4069	|1,890282
4070	|1,865525
4071	|1,824
4072	|1,741227
4073	|1,8075
4074	|1,865754
4075	|1,873671
4076	|1,749169
4077	|1,806958
4078	|1,76674
4079	|1,890521
4080	|1,912291
4081	|1,844911
4082	|1,847405
4083	|1,963069
4084	|2,058474
4085	|1,824059
4086	|1,857111
4087	|1,857571
4088	|1,906058
4089	|1,783307
4090	|1,799084
4091	|1,774973
4092	|1,87312
4093	|1,749677
4094	|1,732704
4095	|1,840522
4096	|1,800302
4097	|1,873015
4098	|1,840367
4099	|1,774787
4100	|1,890102
4101	|1,865398
4102	|1,970714
4103	|2,034171
4104	|1,94004
4105	|1,832438
4106	|1,857257
4107	|1,848242
4108	|1,799946
4109	|1,857001
4110	|1,815596
4111	|1,816131
4112	|1,895899
4113	|1,819122
4114	|1,823495
4115	|1,841096
4116	|1,823552
4117	|1,807536
4118	|1,898259
4119	|1,832941
4120	|1,782282
4121	|1,750747
4122	|1,930855
4123	|1,808125
4124	|1,707332
4125	|1,765848
4126	|1,833002
4127	|1,831933
4128	|1,799129
4129	|1,862521
4130	|1,768897
4131	|1,774331
4132	|1,799239
4133	|1,749306
4134	|1,782637
4135	|1,766053
4136	|1,882024
4137	|1,832278
4138	|1,865651
4139	|1,823976
4140	|1,907058
4141	|2,263623
4142	|1,915619
4143	|1,848732
4144	|1,882488
4145	|1,945227
4146	|1,843501
4147	|1,832207
4148	|1,8567
4149	|1,816933
4150	|1,823592
4151	|1,707867
4152	|1,807343
4153	|1,799222
4154	|1,890524
4155	|1,832827
4156	|1,721247
4157	|1,865064
4158	|1,75277
4159	|2,278718
4160	|2,00616
4161	|1,907633
4162	|1,841861
4163	|1,873759
4164	|1,837347
4165	|1,82681
4166	|1,824636
4167	|1,898744
4168	|1,741191
4169	|1,815687
4170	|1,774422
4171	|1,86546
4172	|1,865927
4173	|1,840388
4174	|1,865349
4175	|1,849144
4176	|1,832678
4177	|1,765457
4178	|1,862716
4179	|1,967844
4180	|1,816082
4181	|1,798982
4182	|1,724938
4183	|1,748956
4184	|1,758345
4185	|1,831993
4186	|1,832293
4187	|1,782485
4188	|1,807385
4189	|1,848558
4190	|1,783451
4191	|1,773932
4192	|1,782705
4193	|1,807355
4194	|1,849187
4195	|1,732653
4196	|1,857181
4197	|1,851612
4198	|2,169767
4199	|1,848802
4200	|1,799348
4201	|1,874269
4202	|1,914978
4203	|1,857151
4204	|1,815624
4205	|1,807551
4206	|1,812406
4207	|1,795106
4208	|1,782392
4209	|1,798639
4210	|1,807425
4211	|1,940095
4212	|1,832413
4213	|1,948569
4214	|1,907064
4215	|1,857036
4216	|2,248186
4217	|2,030492
4218	|1,857237
4219	|1,890915
4220	|1,881424
4221	|1,857775
4222	|1,865011
4223	|1,849055
4224	|1,931862
4225	|1,823964
4226	|1,899083
4227	|1,807206
4228	|1,857216
4229	|1,78032
4230	|1,743847
4231	|1,782055
4232	|1,857435
4233	|1,799192
4234	|1,774186
4235	|1,782163
4236	|2,031792
4237	|1,832644
4238	|1,799088
4239	|1,749242
4240	|1,808168
4241	|1,840062
4242	|1,824131
4243	|1,732828
4244	|1,799266
4245	|1,765746
4246	|1,920996
4247	|1,801786
4248	|1,790819
4249	|1,841467
4250	|1,765277
4251	|1,824156
4252	|1,782589
4253	|1,724799
4254	|1,815369
4255	|2,313413
4256	|1,774221
4257	|1,791055
4258	|1,873727
4259	|1,948931
4260	|1,798869
4261	|1,890291
4262	|1,824233
4263	|1,906933
4264	|1,87373
4265	|1,831967
4266	|1,824519
4267	|1,770241
4268	|1,819442
4269	|1,807869
4270	|1,807631
4271	|1,807763
4272	|1,815276
4273	|2,32092
4274	|1,949236
4275	|1,774219
4276	|1,816056
4277	|1,898487
4278	|1,792732
4279	|1,847181
4280	|1,890306
4281	|1,890542
4282	|1,915647
4283	|1,798654
4284	|1,849257
4285	|1,832194
4286	|2,096778
4287	|1,841486
4288	|1,832501
4289	|1,865608
4290	|1,824067
4291	|1,798992
4292	|1,708128
4293	|1,78247
4294	|1,807375
4295	|1,840932
4296	|1,765853
4297	|1,824257
4298	|1,757584
4299	|1,807404
4300	|1,733457
4301	|1,731381
4302	|1,716181
4303	|1,97922
4304	|1,751894
4305	|1,816256
4306	|1,774001
4307	|1,823913
4308	|1,790921
4309	|1,732899
4310	|1,741082
4311	|1,766275
4312	|2,404499
4313	|1,757584
4314	|1,72507
4315	|1,723997
4316	|1,790861
4317	|1,856772
4318	|1,774775
4319	|1,848924
4320	|1,873869
4321	|1,857189
4322	|1,882217
4323	|1,807411
4324	|1,857236
4325	|1,849061
4326	|1,823909
4327	|1,741084
4328	|1,79937
4329	|1,848825
4330	|1,849018
4331	|2,412806
4332	|1,832443
4333	|1,824155
4334	|1,88205
4335	|1,823984
4336	|1,840772
4337	|1,848876
4338	|1,946213
4339	|1,86781
4340	|1,865509
4341	|1,870136
4342	|1,802905
4343	|1,906857
4344	|1,815445
4345	|1,816623
4346	|1,865128
4347	|1,732845
4348	|1,741143
4349	|2,371291
4350	|1,973352
4351	|1,898732
4352	|1,773915
4353	|1,807989
4354	|1,92236
4355	|1,80875
4356	|1,873818
4357	|1,790987
4358	|1,782431
4359	|1,749439
4360	|1,857827
4361	|1,732209
4362	|1,724574
4363	|1,74948
4364	|1,807434
4365	|1,799153
4366	|1,76615
4367	|1,78253
4368	|1,790966
4369	|2,155695
4370	|1,774737
4371	|1,707792
4372	|1,765645
4373	|1,738328
4374	|1,844179
4375	|1,762453
4376	|1,818836
4377	|1,840647
4378	|1,865394
4379	|1,807893
4380	|1,74911
4381	|1,77418
4382	|1,832704
4383	|1,782198
4384	|1,749577
4385	|1,791164
4386	|1,86512
4387	|1,832323
4388	|1,823654
4389	|1,782129
4390	|1,707304
4391	|1,90525
4392	|1,850971
4393	|1,817321
4394	|1,80731
4395	|1,832273
4396	|1,88787
4397	|1,810001
4398	|1,758249
4399	|1,848439
4400	|1,857134
4401	|1,857423
4402	|1,823971
4403	|1,882229
4404	|1,857852
4405	|1,906411
4406	|1,815733
4407	|1,738465
4408	|1,724439
4409	|1,707982
4410	|1,790921
4411	|1,723876
4412	|1,840516
4413	|1,802613
4414	|1,848984
4415	|1,807693
4416	|1,815539
4417	|1,799156
4418	|1,840958
4419	|1,765691
4420	|1,783102
4421	|1,799339
4422	|1,856621
4423	|1,749354
4424	|1,76626
4425	|1,782361
4426	|1,873906
4427	|2,321561
4428	|1,782681
4429	|1,799375
4430	|1,782577
4431	|1,798939
4432	|1,673883
4433	|1,684458
4434	|1,806994
4435	|1,824113
4436	|1,848915
4437	|1,857159
4438	|1,87343
4439	|1,907329
4440	|1,849294
4441	|1,882305
4442	|1,733772
4443	|1,854496
4444	|1,80896
4445	|1,799178
4446	|2,122457
4447	|1,807646
4448	|1,962438
4449	|1,818462
4450	|1,765843
4451	|1,758482
4452	|1,82342
4453	|1,898647
4454	|1,80758
4455	|1,832358
4456	|1,898652
4457	|1,82359
4458	|1,882603
4459	|1,799359
4460	|1,832103
4461	|1,815792
4462	|1,824857
4463	|1,790166
4464	|1,766002
4465	|2,047455
4466	|1,866151
4467	|1,83274
4468	|1,856739
4469	|1,799758
4470	|1,8654
4471	|1,831994
4472	|1,78312
4473	|1,782697
4474	|1,790254
4475	|1,873836
4476	|1,741161
4477	|1,75779
4478	|1,692053
4479	|1,815081
4480	|1,848882
4481	|1,849205
4482	|1,81555
4483	|1,796759
4484	|1,792362
4485	|1,792355
4486	|1,748894
4487	|1,807548
4488	|1,782499
4489	|1,873826
4490	|1,856967
4491	|1,924262
4492	|1,906962
4493	|1,915113
4494	|1,923487
4495	|1,907243
4496	|1,906731
4497	|1,948722
4498	|1,89815
4499	|1,804419
4500	|1,990788
4501	|1,835011
4502	|1,849364
4503	|2,461577
4504	|1,908111
4505	|1,948205
4506	|1,898539
4507	|1,898915
4508	|1,948729
4509	|1,782033
4510	|1,882324
4511	|1,76569
4512	|1,791005
4513	|1,782939
4514	|1,823968
4515	|1,815758
4516	|1,970467
4517	|1,801773
4518	|1,882208
4519	|1,865516
4520	|1,940306
4521	|2,006384
4522	|2,023395
4523	|1,906789
4524	|1,841162
4525	|1,906872
4526	|1,824542
4527	|1,848058
4528	|1,83229
4529	|1,807928
4530	|1,815287
4531	|1,758298
4532	|1,895645
4533	|1,768555
4534	|1,799143
4535	|1,915331
4536	|1,824096
4537	|1,898932
4538	|1,848099
4539	|1,874642
4540	|1,890331
4541	|1,923537
4542	|1,732832
4543	|1,882022
4544	|1,824115
4545	|1,807682
4546	|1,790642
4547	|1,782678
4548	|1,882288
4549	|1,922864
4550	|1,849547
4551	|1,840736
4552	|1,857143
4553	|1,915359
4554	|1,957111
4555	|1,840229
4556	|1,898912
4557	|1,848695
4558	|1,907012
4559	|1,790989
4560	|1,857245
4561	|1,873723
4562	|1,873846
4563	|1,807444
4564	|1,782816
4565	|1,807162
4566	|1,807604
4567	|1,989587
4568	|1,79951
4569	|1,840789
4570	|1,907001
4571	|1,973177
4572	|1,824622
4573	|1,757212
4574	|1,749357
4575	|1,816066
4576	|1,790112
4577	|1,742083
4578	|1,782815
4579	|1,798731
4580	|1,807341
4581	|1,90651
4582	|1,731185
4583	|1,719223
4584	|2,003115
4585	|1,87378
4586	|1,758042
4587	|1,889811
4588	|1,724186
4589	|1,775881
4590	|1,809159
4591	|1,757621
4592	|1,83263
4593	|1,832152
4594	|1,907121
4595	|1,816217
4596	|1,898203
4597	|2,186684
4598	|2,04796
4599	|1,818099
4600	|1,945862
4601	|1,826675
4602	|1,907221
4603	|1,814905
4604	|1,824759
4605	|1,865542
4606	|1,873755
4607	|1,807387
4608	|1,799275
4609	|1,799123
4610	|1,86561
4611	|1,87374
4612	|1,81572
4613	|1,84096
4614	|1,873184
4615	|1,908477
4616	|1,936481
4617	|1,84337
4618	|1,783601
4619	|1,905966
4620	|1,790858
4621	|1,832537
4622	|1,823342
4623	|1,82478
4624	|1,882373
4625	|1,790517
4626	|1,815667
4627	|1,748777
4628	|1,803259
4629	|1,812015
4630	|1,866016
4631	|1,816069
4632	|1,823773
4633	|1,857151
4634	|1,848856
4635	|1,899492
4636	|1,989257
4637	|1,807501
4638	|1,815794
4639	|1,799015
4640	|1,840862
4641	|1,874311
4642	|1,914696
4643	|1,824304
4644	|1,881839
4645	|1,813164
4646	|1,807162
4647	|1,782346
4648	|1,827458
4649	|1,753241
4650	|1,709639
4651	|1,757173
4652	|1,890817
4653	|1,769231
4654	|2,235753
4655	|2,0091
4656	|1,716444
4657	|1,799009
4658	|1,807388
4659	|1,857312
4660	|1,749409
4661	|1,724426
4662	|1,724976
4663	|1,78074
4664	|1,831022
4665	|1,777459
4666	|1,823188
4667	|1,691145
4668	|1,963341
4669	|1,892959
4670	|1,807991
4671	|1,815376
4672	|1,815647
4673	|1,865488
4674	|2,08939
4675	|1,782659
4676	|1,832945
4677	|1,765319
4678	|1,791798
4679	|1,8067
4680	|1,857261
4681	|1,848953
4682	|1,890443
4683	|1,87373
4684	|1,779785
4685	|1,876801
4686	|1,89063
4687	|1,757592
4688	|1,782386
4689	|1,848875
4690	|1,898832
4691	|1,732689
4692	|1,774427
4693	|2,156155
4694	|1,790688
4695	|1,865469
4696	|1,815144
4697	|1,857892
4698	|1,898866
4699	|1,898792
4700	|1,840312
4701	|1,882052
4702	|1,723509
4703	|1,817092
4704	|1,898391
4705	|1,866247
4706	|1,865286
4707	|1,856849
4708	|1,799261
4709	|1,865407
4710	|1,807578
4711	|2,312123
4712	|1,933047
4713	|1,724714
4714	|1,716255
4715	|1,799018
4716	|1,841155
4717	|1,848621
4718	|1,732697
4719	|1,638331
4720	|1,808032
4721	|1,785348
4722	|1,733481
4723	|1,765299
4724	|1,848264
4725	|1,866425
4726	|1,856892
4727	|1,799455
4728	|1,890558
4729	|1,840216
4730	|1,890568
4731	|2,371336
4732	|1,824544
4733	|1,729215
4734	|1,860424
4735	|1,749536
4736	|1,821507
4737	|1,768409
4738	|1,824209
4739	|1,857658
4740	|1,815219
4741	|1,791041
4742	|1,857065
4743	|1,923638
4744	|1,791049
4745	|1,823915
4746	|1,815759
4747	|1,816043
4748	|1,865274
4749	|1,741108
4750	|2,180792
4751	|1,77475
4752	|1,773877
4753	|1,751491
4754	|1,797073
4755	|1,948364
4756	|1,848562
4757	|1,882675
4758	|1,865886
4759	|1,840204
4760	|1,965088
4761	|1,890343
4762	|1,940125
4763	|1,79102
4764	|1,774049
4765	|1,873993
4766	|1,790932
4767	|1,679697
